nodes, 15.0, edges, 25.0, epochs, -1, time, 30.004842281341553
nodes, 15.0, edges, 25.0, epochs, 0, time, 30.967133283615112
nodes, 15.0, edges, 25.0, epochs, 1, time, 37.6226851940155
nodes, 15.0, edges, 25.0, epochs, 2, time, 38.97748851776123
nodes, 15.0, edges, 25.0, epochs, 3, time, 37.03148674964905
nodes, 15.0, edges, 25.0, epochs, 4, time, 37.48967885971069
nodes, 15.0, edges, 25.0, epochs, 5, time, 39.71166968345642
nodes, 15.0, edges, 25.0, epochs, 6, time, 37.82552123069763
nodes, 15.0, edges, 25.0, epochs, 7, time, 39.68551969528198
nodes, 15.0, edges, 25.0, epochs, 8, time, 39.58520865440369
nodes, 15.0, edges, 25.0, epochs, 9, time, 38.904425621032715
nodes, 15.0, edges, 25.0, epochs, 10, time, 38.35695767402649
nodes, 15.0, edges, 25.0, epochs, 11, time, 38.038718461990356
nodes, 15.0, edges, 25.0, epochs, 12, time, 37.78360033035278
nodes, 15.0, edges, 25.0, epochs, 13, time, 38.84938049316406
nodes, 15.0, edges, 25.0, epochs, 14, time, 39.90788412094116
nodes, 15.0, edges, 25.0, epochs, 15, time, 36.656351804733276
nodes, 15.0, edges, 25.0, epochs, 16, time, 37.899383306503296
nodes, 15.0, edges, 25.0, epochs, 17, time, 35.29986500740051
nodes, 15.0, edges, 25.0, epochs, 18, time, 37.329684257507324
nodes, 15.0, edges, 25.0, epochs, 19, time, 37.98729062080383
nodes, 15.0, edges, 25.0, epochs, 20, time, 36.63370156288147
nodes, 15.0, edges, 25.0, epochs, 21, time, 35.256776094436646
nodes, 15.0, edges, 25.0, epochs, 22, time, 35.53538942337036
nodes, 15.0, edges, 25.0, epochs, 23, time, 37.4568133354187
nodes, 15.0, edges, 25.0, epochs, 24, time, 34.142518043518066
nodes, 15.0, edges, 25.0, epochs, 25, time, 36.38492035865784
nodes, 15.0, edges, 25.0, epochs, 26, time, 37.03091740608215
nodes, 15.0, edges, 25.0, epochs, 27, time, 34.235979080200195
nodes, 15.0, edges, 25.0, epochs, 28, time, 36.25508427619934
nodes, 15.0, edges, 25.0, epochs, 29, time, 34.72212839126587
nodes, 15.0, edges, 33.0, epochs, -1, time, 65.00173735618591
nodes, 15.0, edges, 33.0, epochs, 0, time, 65.9905047416687
nodes, 15.0, edges, 33.0, epochs, 1, time, 69.28361010551453
nodes, 15.0, edges, 33.0, epochs, 2, time, 71.21715569496155
nodes, 15.0, edges, 33.0, epochs, 3, time, 72.5752522945404
nodes, 15.0, edges, 33.0, epochs, 4, time, 71.56889724731445
nodes, 15.0, edges, 33.0, epochs, 5, time, 71.0781478881836
nodes, 15.0, edges, 33.0, epochs, 6, time, 71.81317567825317
nodes, 15.0, edges, 33.0, epochs, 7, time, 72.65419149398804
nodes, 15.0, edges, 33.0, epochs, 8, time, 69.94153213500977
nodes, 15.0, edges, 33.0, epochs, 9, time, 70.79665756225586
nodes, 15.0, edges, 33.0, epochs, 10, time, 70.31643342971802
nodes, 15.0, edges, 33.0, epochs, 11, time, 70.58907389640808
nodes, 15.0, edges, 33.0, epochs, 12, time, 68.36561822891235
nodes, 15.0, edges, 33.0, epochs, 13, time, 71.02265357971191
nodes, 15.0, edges, 33.0, epochs, 14, time, 69.58891367912292
nodes, 15.0, edges, 33.0, epochs, 15, time, 70.67345070838928
nodes, 15.0, edges, 33.0, epochs, 16, time, 69.83681130409241
nodes, 15.0, edges, 33.0, epochs, 17, time, 70.49837827682495
nodes, 15.0, edges, 33.0, epochs, 18, time, 70.83947229385376
nodes, 15.0, edges, 33.0, epochs, 19, time, 70.72994947433472
nodes, 15.0, edges, 33.0, epochs, 20, time, 70.88341283798218
nodes, 15.0, edges, 33.0, epochs, 21, time, 71.46066474914551
nodes, 15.0, edges, 33.0, epochs, 22, time, 70.50387954711914
nodes, 15.0, edges, 33.0, epochs, 23, time, 65.16600942611694
nodes, 15.0, edges, 33.0, epochs, 24, time, 65.85248517990112
nodes, 15.0, edges, 33.0, epochs, 25, time, 66.82569169998169
nodes, 15.0, edges, 33.0, epochs, 26, time, 67.46851372718811
nodes, 15.0, edges, 33.0, epochs, 27, time, 65.46908116340637
nodes, 15.0, edges, 33.0, epochs, 28, time, 67.51560616493225
nodes, 15.0, edges, 33.0, epochs, 29, time, 67.01695990562439
nodes, 15.0, edges, 29.0, epochs, -1, time, 37.866565227508545
nodes, 15.0, edges, 29.0, epochs, 0, time, 46.47371864318848
nodes, 15.0, edges, 29.0, epochs, 1, time, 53.03032112121582
nodes, 15.0, edges, 29.0, epochs, 2, time, 44.29766368865967
nodes, 15.0, edges, 29.0, epochs, 3, time, 44.09107446670532
nodes, 15.0, edges, 29.0, epochs, 4, time, 43.22537541389465
nodes, 15.0, edges, 29.0, epochs, 5, time, 45.062546730041504
nodes, 15.0, edges, 29.0, epochs, 6, time, 43.10372352600098
nodes, 15.0, edges, 29.0, epochs, 7, time, 44.59357523918152
nodes, 15.0, edges, 29.0, epochs, 8, time, 44.0353217124939
nodes, 15.0, edges, 29.0, epochs, 9, time, 43.75304317474365
nodes, 15.0, edges, 29.0, epochs, 10, time, 44.35262441635132
nodes, 15.0, edges, 29.0, epochs, 11, time, 45.00048327445984
nodes, 15.0, edges, 29.0, epochs, 12, time, 45.536367654800415
nodes, 15.0, edges, 29.0, epochs, 13, time, 44.63408017158508
nodes, 15.0, edges, 29.0, epochs, 14, time, 45.715641260147095
nodes, 15.0, edges, 29.0, epochs, 15, time, 45.158743381500244
nodes, 15.0, edges, 29.0, epochs, 16, time, 43.99258327484131
nodes, 15.0, edges, 29.0, epochs, 17, time, 44.75134873390198
