nodes, 15.0, edges, 35.0, epochs, -1, time, 22.216134309768677
nodes, 15.0, edges, 35.0, epochs, 0, time, 25.464646100997925
nodes, 15.0, edges, 35.0, epochs, 1, time, 23.990467071533203
nodes, 15.0, edges, 35.0, epochs, 2, time, 24.297560453414917
nodes, 15.0, edges, 35.0, epochs, 3, time, 26.608506441116333
nodes, 15.0, edges, 35.0, epochs, -1, time, 51.24737596511841
nodes, 15.0, edges, 35.0, epochs, 0, time, 58.306841135025024
nodes, 15.0, edges, 35.0, epochs, 1, time, 53.53843426704407
nodes, 15.0, edges, 35.0, epochs, -1, time, 17.859164476394653
nodes, 15.0, edges, 35.0, epochs, 0, time, 20.640876054763794
nodes, 15.0, edges, 35.0, epochs, 1, time, 18.57389736175537
nodes, 15.0, edges, 35.0, epochs, 2, time, 16.691109895706177
nodes, 15.0, edges, 35.0, epochs, -1, time, 17.99284553527832
nodes, 15.0, edges, 35.0, epochs, 0, time, 21.198845624923706
nodes, 15.0, edges, 35.0, epochs, 1, time, 23.339081525802612
nodes, 15.0, edges, 35.0, epochs, 2, time, 22.8601496219635
nodes, 15.0, edges, 35.0, epochs, 3, time, 22.872881174087524
nodes, 15.0, edges, 35.0, epochs, 4, time, 21.602843523025513
nodes, 15.0, edges, 35.0, epochs, 5, time, 20.665902137756348
nodes, 15.0, edges, 35.0, epochs, 6, time, 21.551246166229248
nodes, 15.0, edges, 35.0, epochs, 7, time, 21.132736444473267
nodes, 15.0, edges, 35.0, epochs, 8, time, 20.660483598709106
nodes, 15.0, edges, 35.0, epochs, 9, time, 20.532849311828613
nodes, 15.0, edges, 35.0, epochs, 10, time, 20.082342624664307
nodes, 15.0, edges, 35.0, epochs, 11, time, 19.869673013687134
nodes, 15.0, edges, 35.0, epochs, 12, time, 20.017017602920532
nodes, 15.0, edges, 35.0, epochs, 13, time, 19.869850635528564
nodes, 15.0, edges, 35.0, epochs, 14, time, 20.279186487197876
nodes, 15.0, edges, 35.0, epochs, 15, time, 20.256253719329834
nodes, 15.0, edges, 35.0, epochs, 16, time, 20.476287603378296
nodes, 15.0, edges, 35.0, epochs, 17, time, 21.33729314804077
nodes, 15.0, edges, 35.0, epochs, 18, time, 19.463727474212646
nodes, 15.0, edges, 35.0, epochs, 19, time, 19.737914562225342
nodes, 15.0, edges, 35.0, epochs, 20, time, 20.29970407485962
nodes, 15.0, edges, 35.0, epochs, 21, time, 19.81825065612793
nodes, 15.0, edges, 35.0, epochs, 22, time, 19.62721276283264
nodes, 15.0, edges, 35.0, epochs, 23, time, 19.822835445404053
nodes, 15.0, edges, 35.0, epochs, 24, time, 19.940475463867188
nodes, 15.0, edges, 35.0, epochs, 25, time, 75.70519518852234
nodes, 15.0, edges, 35.0, epochs, 26, time, 71.82246661186218
nodes, 15.0, edges, 35.0, epochs, -1, time, 14.6323881149292
nodes, 15.0, edges, 35.0, epochs, 0, time, 16.4351065158844
nodes, 15.0, edges, 35.0, epochs, 1, time, 18.538004636764526
nodes, 15.0, edges, 35.0, epochs, 2, time, 17.47509241104126
nodes, 15.0, edges, 35.0, epochs, 3, time, 18.14787983894348
nodes, 15.0, edges, 35.0, epochs, 4, time, 17.45881962776184
nodes, 15.0, edges, 35.0, epochs, 5, time, 16.497836589813232
nodes, 15.0, edges, 35.0, epochs, 6, time, 17.069251775741577
nodes, 15.0, edges, 35.0, epochs, 7, time, 17.0232195854187
nodes, 15.0, edges, 35.0, epochs, 8, time, 16.89913034439087
nodes, 15.0, edges, 35.0, epochs, 9, time, 15.561912059783936
nodes, 15.0, edges, 35.0, epochs, 10, time, 16.347842693328857
nodes, 15.0, edges, 35.0, epochs, 11, time, 15.904593229293823
nodes, 15.0, edges, 35.0, epochs, 12, time, 16.210862398147583
nodes, 15.0, edges, 35.0, epochs, 13, time, 15.083341121673584
nodes, 15.0, edges, 35.0, epochs, 14, time, 15.037250280380249
nodes, 15.0, edges, 35.0, epochs, 15, time, 15.704427480697632
nodes, 15.0, edges, 35.0, epochs, 16, time, 16.501709699630737
nodes, 15.0, edges, 35.0, epochs, 17, time, 15.431484699249268
nodes, 15.0, edges, 35.0, epochs, 18, time, 15.268826246261597
nodes, 15.0, edges, 35.0, epochs, 19, time, 16.02934980392456
nodes, 15.0, edges, 35.0, epochs, 20, time, 15.527485370635986
nodes, 15.0, edges, 35.0, epochs, 21, time, 15.509212732315063
nodes, 15.0, edges, 35.0, epochs, 22, time, 15.401589155197144
nodes, 15.0, edges, 35.0, epochs, 23, time, 15.602862119674683
nodes, 15.0, edges, 35.0, epochs, 24, time, 15.805845737457275
nodes, 15.0, edges, 35.0, epochs, 25, time, 19.62726092338562
nodes, 15.0, edges, 35.0, epochs, 26, time, 20.438725233078003
nodes, 15.0, edges, 35.0, epochs, 27, time, 19.497387409210205
nodes, 15.0, edges, 35.0, epochs, 28, time, 20.387678384780884
nodes, 15.0, edges, 35.0, epochs, 29, time, 18.713987827301025
nodes, 15.0, edges, 35.0, epochs, -1, time, 17.473122596740723
nodes, 15.0, edges, 35.0, epochs, 0, time, 21.20186185836792
nodes, 15.0, edges, 35.0, epochs, 1, time, 22.908479928970337
nodes, 15.0, edges, 35.0, epochs, 2, time, 22.528130769729614
nodes, 15.0, edges, 35.0, epochs, 3, time, 21.57563614845276
nodes, 15.0, edges, 35.0, epochs, 4, time, 22.11913561820984
nodes, 15.0, edges, 35.0, epochs, 5, time, 21.149197578430176
nodes, 15.0, edges, 35.0, epochs, 6, time, 21.7921404838562
nodes, 15.0, edges, 35.0, epochs, 7, time, 21.437074899673462
nodes, 15.0, edges, 35.0, epochs, -1, time, 17.570951223373413
nodes, 15.0, edges, 35.0, epochs, 0, time, 20.528695583343506
nodes, 15.0, edges, 35.0, epochs, 1, time, 22.429388523101807
nodes, 15.0, edges, 35.0, epochs, 2, time, 22.603713274002075
nodes, 15.0, edges, 35.0, epochs, 3, time, 22.267157793045044
nodes, 15.0, edges, 35.0, epochs, 4, time, 21.466062784194946
nodes, 15.0, edges, 35.0, epochs, 5, time, 20.02342438697815
nodes, 15.0, edges, 35.0, epochs, 6, time, 21.088053703308105
nodes, 15.0, edges, 35.0, epochs, 7, time, 20.970293760299683
nodes, 15.0, edges, 35.0, epochs, 8, time, 19.920820713043213
nodes, 15.0, edges, 35.0, epochs, 9, time, 19.623866319656372
nodes, 15.0, edges, 35.0, epochs, 10, time, 19.538020372390747
nodes, 15.0, edges, 35.0, epochs, 11, time, 19.832507133483887
nodes, 15.0, edges, 35.0, epochs, 12, time, 19.74485731124878
nodes, 15.0, edges, 35.0, epochs, 13, time, 19.159487009048462
nodes, 15.0, edges, 35.0, epochs, 14, time, 19.146059274673462
nodes, 15.0, edges, 35.0, epochs, 15, time, 19.618170976638794
nodes, 15.0, edges, 35.0, epochs, 16, time, 19.218722581863403
nodes, 15.0, edges, 35.0, epochs, 17, time, 18.941655158996582
nodes, 15.0, edges, 35.0, epochs, 18, time, 19.890916109085083
nodes, 15.0, edges, 35.0, epochs, 19, time, 19.477022886276245
nodes, 15.0, edges, 35.0, epochs, 20, time, 19.542633056640625
nodes, 15.0, edges, 35.0, epochs, 21, time, 19.526365756988525
nodes, 15.0, edges, 35.0, epochs, 22, time, 19.75921320915222
nodes, 15.0, edges, 35.0, epochs, 23, time, 19.642294883728027
nodes, 15.0, edges, 35.0, epochs, 24, time, 19.552215814590454
nodes, 15.0, edges, 35.0, epochs, 25, time, 73.88476514816284
nodes, 15.0, edges, 35.0, epochs, 26, time, 75.94664120674133
nodes, 15.0, edges, 35.0, epochs, 27, time, 74.25740218162537
nodes, 15.0, edges, 35.0, epochs, 28, time, 73.99458909034729
nodes, 15.0, edges, 35.0, epochs, 29, time, 73.58265089988708
nodes, 15.0, edges, 29.0, epochs, -1, time, 15.346182584762573
nodes, 15.0, edges, 29.0, epochs, 0, time, 11.946323156356812
nodes, 15.0, edges, 29.0, epochs, 1, time, 15.376390933990479
nodes, 15.0, edges, 29.0, epochs, 2, time, 16.388766288757324
nodes, 15.0, edges, 29.0, epochs, 3, time, 15.157641410827637
nodes, 15.0, edges, 29.0, epochs, 4, time, 16.03872799873352
nodes, 15.0, edges, 29.0, epochs, 5, time, 15.435780048370361
nodes, 15.0, edges, 29.0, epochs, 6, time, 15.72008728981018
nodes, 15.0, edges, 29.0, epochs, 7, time, 15.613286256790161
nodes, 15.0, edges, 29.0, epochs, 8, time, 17.868520259857178
nodes, 15.0, edges, 29.0, epochs, 9, time, 16.27666926383972
nodes, 15.0, edges, 29.0, epochs, 10, time, 16.194910287857056
nodes, 15.0, edges, 29.0, epochs, 11, time, 15.520814657211304
nodes, 15.0, edges, 29.0, epochs, 12, time, 12.443915128707886
nodes, 15.0, edges, 29.0, epochs, 13, time, 13.062552452087402
nodes, 15.0, edges, 29.0, epochs, 14, time, 14.076020956039429
nodes, 15.0, edges, 29.0, epochs, 15, time, 12.765989303588867
nodes, 15.0, edges, 29.0, epochs, 16, time, 12.451854705810547
nodes, 15.0, edges, 29.0, epochs, 17, time, 13.038794755935669
nodes, 15.0, edges, 29.0, epochs, 18, time, 12.558764696121216
nodes, 15.0, edges, 29.0, epochs, 19, time, 12.380167961120605
nodes, 15.0, edges, 29.0, epochs, 20, time, 12.447442054748535
nodes, 15.0, edges, 29.0, epochs, 21, time, 13.786682844161987
nodes, 15.0, edges, 29.0, epochs, 22, time, 13.703843116760254
nodes, 15.0, edges, 29.0, epochs, 23, time, 13.540643453598022
nodes, 15.0, edges, 29.0, epochs, 24, time, 12.619077205657959
nodes, 15.0, edges, 29.0, epochs, 25, time, 40.93974280357361
nodes, 15.0, edges, 29.0, epochs, 26, time, 40.831289291381836
nodes, 15.0, edges, 29.0, epochs, 27, time, 40.84342336654663
nodes, 15.0, edges, 29.0, epochs, 28, time, 40.731127977371216
nodes, 15.0, edges, 29.0, epochs, 29, time, 41.1895489692688
nodes, 15.0, edges, 33.0, epochs, -1, time, 11.923661947250366
nodes, 15.0, edges, 33.0, epochs, 0, time, 11.74931287765503
nodes, 15.0, edges, 33.0, epochs, 1, time, 11.710760116577148
nodes, 15.0, edges, 33.0, epochs, 2, time, 12.253223180770874
nodes, 15.0, edges, 33.0, epochs, 3, time, 13.141392230987549
nodes, 15.0, edges, 33.0, epochs, 4, time, 15.516322374343872
nodes, 15.0, edges, 33.0, epochs, 5, time, 16.866606950759888
nodes, 15.0, edges, 33.0, epochs, 6, time, 14.874894380569458
nodes, 15.0, edges, 33.0, epochs, 7, time, 14.281320571899414
nodes, 15.0, edges, 33.0, epochs, 8, time, 12.83369255065918
nodes, 15.0, edges, 33.0, epochs, 9, time, 12.668178796768188
nodes, 15.0, edges, 33.0, epochs, 10, time, 12.060908794403076
nodes, 15.0, edges, 33.0, epochs, 11, time, 12.716723203659058
nodes, 15.0, edges, 33.0, epochs, 12, time, 13.101336240768433
nodes, 15.0, edges, 33.0, epochs, 13, time, 13.355130434036255
nodes, 15.0, edges, 33.0, epochs, 14, time, 13.406214475631714
nodes, 15.0, edges, 33.0, epochs, 15, time, 13.229743957519531
nodes, 15.0, edges, 33.0, epochs, 16, time, 13.145792007446289
nodes, 15.0, edges, 33.0, epochs, 17, time, 13.268129348754883
nodes, 15.0, edges, 33.0, epochs, 18, time, 13.335017204284668
nodes, 15.0, edges, 33.0, epochs, 19, time, 13.306975841522217
nodes, 15.0, edges, 33.0, epochs, 20, time, 13.58797574043274
nodes, 15.0, edges, 33.0, epochs, 21, time, 13.206494331359863
nodes, 15.0, edges, 33.0, epochs, 22, time, 13.328444480895996
nodes, 15.0, edges, 33.0, epochs, 23, time, 13.354878425598145
nodes, 15.0, edges, 33.0, epochs, 24, time, 13.398714780807495
nodes, 15.0, edges, 33.0, epochs, 25, time, 55.52849245071411
nodes, 15.0, edges, 33.0, epochs, 26, time, 55.80065155029297
nodes, 15.0, edges, 33.0, epochs, 27, time, 56.213512659072876
nodes, 15.0, edges, 33.0, epochs, 28, time, 56.127063274383545
nodes, 15.0, edges, 33.0, epochs, 29, time, 55.807005167007446
nodes, 15.0, edges, 35.0, epochs, -1, time, 25.99135684967041
nodes, 15.0, edges, 26.0, epochs, -1, time, 24.730597019195557
nodes, 15.0, edges, 26.0, epochs, -1, time, 35.49833130836487
nodes, 15.0, edges, 35.0, epochs, -1, time, 52.739601373672485
nodes, 15.0, edges, 35.0, epochs, 0, time, 60.33959746360779
