Random seed, 5
nodes, 15.0, edges, 30.0, epochs, 100, time, 3292.2663078308105
Random seed, 2
nodes, 15.0, edges, 30.0, epochs, 100, time, 3444.3947858810425
Random seed, 4
nodes, 15.0, edges, 30.0, epochs, 100, time, 3496.825216770172
Random seed, 7
nodes, 15.0, edges, 30.0, epochs, 100, time, 3500.381175994873
Random seed, 10
nodes, 15.0, edges, 30.0, epochs, 100, time, 3492.739398241043
Random seed, 8
nodes, 15.0, edges, 30.0, epochs, 100, time, 3534.9585766792297
Random seed, 3
nodes, 15.0, edges, 30.0, epochs, 100, time, 3561.6128826141357
Random seed, 9
nodes, 15.0, edges, 30.0, epochs, 100, time, 3596.476340532303
Random seed, 6
nodes, 15.0, edges, 30.0, epochs, 100, time, 3682.045733690262
Random seed, 1
nodes, 15.0, edges, 30.0, epochs, 100, time, 4149.500109195709
