nodes, 20.0, edges, 43.0, epochs, -1, time, 22.103734016418457
nodes, 20.0, edges, 43.0, epochs, 0, time, 8.299306631088257
nodes, 20.0, edges, 43.0, epochs, 1, time, 13.315397500991821
nodes, 20.0, edges, 43.0, epochs, 2, time, 27.052801847457886
nodes, 20.0, edges, 43.0, epochs, 3, time, 31.537139415740967
nodes, 20.0, edges, 43.0, epochs, 4, time, 22.401428937911987
nodes, 20.0, edges, 43.0, epochs, 5, time, 29.639683961868286
nodes, 20.0, edges, 43.0, epochs, 6, time, 23.531343936920166
nodes, 20.0, edges, 43.0, epochs, 7, time, 30.585027933120728
nodes, 20.0, edges, 43.0, epochs, 8, time, 33.84831428527832
nodes, 20.0, edges, 43.0, epochs, 9, time, 27.584369659423828
nodes, 20.0, edges, 43.0, epochs, 10, time, 24.278165102005005
nodes, 20.0, edges, 43.0, epochs, 11, time, 22.916286945343018
nodes, 20.0, edges, 43.0, epochs, 12, time, 29.934816598892212
nodes, 20.0, edges, 43.0, epochs, 13, time, 28.491011142730713
nodes, 20.0, edges, 43.0, epochs, 14, time, 24.54860019683838
nodes, 20.0, edges, 43.0, epochs, 15, time, 37.93664360046387
nodes, 20.0, edges, 43.0, epochs, 16, time, 33.13364338874817
nodes, 20.0, edges, 43.0, epochs, 17, time, 30.308002948760986
nodes, 20.0, edges, 43.0, epochs, 18, time, 34.39919590950012
nodes, 20.0, edges, 43.0, epochs, 19, time, 32.38817596435547
nodes, 20.0, edges, 43.0, epochs, 20, time, 33.77477478981018
nodes, 20.0, edges, 43.0, epochs, 21, time, 27.894742965698242
nodes, 20.0, edges, 43.0, epochs, 22, time, 29.81726861000061
nodes, 20.0, edges, 43.0, epochs, 23, time, 31.349851846694946
nodes, 20.0, edges, 43.0, epochs, 24, time, 31.384424209594727
nodes, 20.0, edges, 43.0, epochs, 25, time, 24.764351844787598
nodes, 20.0, edges, 43.0, epochs, 26, time, 26.247179746627808
nodes, 20.0, edges, 43.0, epochs, 27, time, 28.566357612609863
nodes, 20.0, edges, 43.0, epochs, 28, time, 28.409914255142212
nodes, 20.0, edges, 43.0, epochs, 29, time, 30.4498074054718
nodes, 20.0, edges, 37.0, epochs, -1, time, 13.966101169586182
nodes, 20.0, edges, 37.0, epochs, 0, time, 7.317166566848755
nodes, 20.0, edges, 37.0, epochs, 1, time, 7.768454074859619
nodes, 20.0, edges, 37.0, epochs, 2, time, 8.780025005340576
nodes, 20.0, edges, 37.0, epochs, 3, time, 8.320825338363647
nodes, 20.0, edges, 37.0, epochs, 4, time, 9.130123376846313
nodes, 20.0, edges, 37.0, epochs, 5, time, 9.23082709312439
nodes, 20.0, edges, 37.0, epochs, 6, time, 9.125588178634644
nodes, 20.0, edges, 37.0, epochs, 7, time, 10.442772388458252
nodes, 20.0, edges, 37.0, epochs, 8, time, 12.074771881103516
nodes, 20.0, edges, 37.0, epochs, 9, time, 11.111744165420532
nodes, 20.0, edges, 37.0, epochs, 10, time, 10.930917978286743
nodes, 20.0, edges, 37.0, epochs, 11, time, 10.590932846069336
nodes, 20.0, edges, 37.0, epochs, 12, time, 12.045030355453491
nodes, 20.0, edges, 37.0, epochs, 13, time, 9.765704870223999
nodes, 20.0, edges, 37.0, epochs, 14, time, 9.556426763534546
nodes, 20.0, edges, 37.0, epochs, 15, time, 9.34028697013855
nodes, 20.0, edges, 37.0, epochs, 16, time, 10.567086696624756
nodes, 20.0, edges, 37.0, epochs, 17, time, 9.31369686126709
nodes, 20.0, edges, 37.0, epochs, 18, time, 9.663758754730225
nodes, 20.0, edges, 37.0, epochs, 19, time, 9.016005516052246
nodes, 20.0, edges, 37.0, epochs, 20, time, 8.916374206542969
nodes, 20.0, edges, 37.0, epochs, 21, time, 9.38132619857788
nodes, 20.0, edges, 37.0, epochs, 22, time, 8.931421756744385
nodes, 20.0, edges, 37.0, epochs, 23, time, 9.500029802322388
nodes, 20.0, edges, 37.0, epochs, 24, time, 9.159284353256226
nodes, 20.0, edges, 37.0, epochs, 25, time, 9.291728496551514
nodes, 20.0, edges, 37.0, epochs, 26, time, 9.494543552398682
nodes, 20.0, edges, 37.0, epochs, 27, time, 9.650787591934204
nodes, 20.0, edges, 37.0, epochs, 28, time, 9.234201431274414
nodes, 20.0, edges, 37.0, epochs, 29, time, 10.06773853302002
nodes, 20.0, edges, 42.0, epochs, -1, time, 25.723511219024658
nodes, 20.0, edges, 42.0, epochs, 0, time, 8.936124086380005
nodes, 20.0, edges, 42.0, epochs, 1, time, 10.810498476028442
nodes, 20.0, edges, 42.0, epochs, 2, time, 12.536708354949951
nodes, 20.0, edges, 42.0, epochs, 3, time, 22.22739338874817
nodes, 20.0, edges, 42.0, epochs, 4, time, 17.68065309524536
nodes, 20.0, edges, 42.0, epochs, 5, time, 23.152671098709106
