nodes, 15.0, edges, 31.0, epochs, -1, time, 108.14553165435791
nodes, 15.0, edges, 31.0, epochs, 0, time, 110.5003252029419
nodes, 15.0, edges, 31.0, epochs, 1, time, 110.44075536727905
nodes, 15.0, edges, 31.0, epochs, 2, time, 111.36196303367615
nodes, 15.0, edges, 31.0, epochs, 3, time, 124.72451090812683
nodes, 15.0, edges, 31.0, epochs, 4, time, 115.44962620735168
nodes, 15.0, edges, 31.0, epochs, 5, time, 110.67915344238281
nodes, 15.0, edges, 31.0, epochs, 6, time, 111.37660384178162
nodes, 15.0, edges, 31.0, epochs, 7, time, 110.72530817985535
nodes, 15.0, edges, 31.0, epochs, 8, time, 109.81881904602051
nodes, 15.0, edges, 31.0, epochs, 9, time, 110.86493515968323
nodes, 15.0, edges, 31.0, epochs, 10, time, 111.76328778266907
nodes, 15.0, edges, 31.0, epochs, 11, time, 111.38079285621643
nodes, 15.0, edges, 31.0, epochs, 12, time, 112.07766032218933
nodes, 15.0, edges, 31.0, epochs, 13, time, 111.59025955200195
nodes, 15.0, edges, 31.0, epochs, 14, time, 112.5044629573822
nodes, 15.0, edges, 31.0, epochs, 15, time, 112.69390106201172
nodes, 15.0, edges, 31.0, epochs, 16, time, 112.35135436058044
nodes, 15.0, edges, 31.0, epochs, 17, time, 109.8712387084961
nodes, 15.0, edges, 31.0, epochs, 18, time, 109.65318727493286
nodes, 15.0, edges, 31.0, epochs, 19, time, 109.89238834381104
nodes, 15.0, edges, 19.0, epochs, -1, time, 60.35264992713928
nodes, 15.0, edges, 19.0, epochs, 0, time, 104.0530309677124
nodes, 15.0, edges, 19.0, epochs, 1, time, 104.6983630657196
nodes, 15.0, edges, 19.0, epochs, 2, time, 63.58838486671448
nodes, 15.0, edges, 19.0, epochs, 3, time, 57.63973069190979
nodes, 15.0, edges, 19.0, epochs, 4, time, 54.638105392456055
nodes, 15.0, edges, 19.0, epochs, 5, time, 63.36765456199646
nodes, 15.0, edges, 19.0, epochs, 6, time, 70.26564478874207
nodes, 15.0, edges, 19.0, epochs, 7, time, 64.86017799377441
nodes, 15.0, edges, 19.0, epochs, 8, time, 73.92915463447571
nodes, 15.0, edges, 19.0, epochs, 9, time, 72.17045760154724
nodes, 15.0, edges, 19.0, epochs, 10, time, 71.30298018455505
nodes, 15.0, edges, 19.0, epochs, 11, time, 70.4068353176117
nodes, 15.0, edges, 19.0, epochs, 12, time, 68.30606198310852
nodes, 15.0, edges, 19.0, epochs, 13, time, 69.79792356491089
nodes, 15.0, edges, 19.0, epochs, 14, time, 67.81663703918457
nodes, 15.0, edges, 19.0, epochs, 15, time, 61.966713190078735
nodes, 15.0, edges, 19.0, epochs, 16, time, 67.48863291740417
nodes, 15.0, edges, 19.0, epochs, 17, time, 62.90169286727905
nodes, 15.0, edges, 19.0, epochs, 18, time, 60.863789796829224
nodes, 15.0, edges, 19.0, epochs, 19, time, 66.74574851989746
nodes, 15.0, edges, 41.0, epochs, -1, time, 221.7783007621765
nodes, 15.0, edges, 41.0, epochs, 0, time, 220.57925653457642
nodes, 15.0, edges, 41.0, epochs, 1, time, 219.4904808998108
nodes, 15.0, edges, 41.0, epochs, 2, time, 219.43998885154724
nodes, 15.0, edges, 41.0, epochs, 3, time, 228.04901599884033
nodes, 15.0, edges, 41.0, epochs, 4, time, 227.67309498786926
nodes, 15.0, edges, 41.0, epochs, 5, time, 223.67569303512573
nodes, 15.0, edges, 41.0, epochs, 6, time, 233.03738641738892
nodes, 15.0, edges, 41.0, epochs, 7, time, 229.5902328491211
nodes, 15.0, edges, 41.0, epochs, 8, time, 230.12047123908997
nodes, 15.0, edges, 41.0, epochs, 9, time, 227.47259855270386
nodes, 15.0, edges, 41.0, epochs, 10, time, 228.69651341438293
nodes, 15.0, edges, 41.0, epochs, 11, time, 234.14415311813354
nodes, 15.0, edges, 41.0, epochs, 12, time, 232.82572674751282
nodes, 15.0, edges, 41.0, epochs, 13, time, 226.71050596237183
nodes, 15.0, edges, 41.0, epochs, 14, time, 232.523188829422
nodes, 15.0, edges, 41.0, epochs, 15, time, 228.3782136440277
nodes, 15.0, edges, 41.0, epochs, 16, time, 231.5286192893982
nodes, 15.0, edges, 41.0, epochs, 17, time, 228.66170597076416
nodes, 15.0, edges, 41.0, epochs, 18, time, 222.0959165096283
nodes, 15.0, edges, 41.0, epochs, 19, time, 229.56272292137146
