nodes, 15.0, edges, 24.0, epochs, -1, time, 0.24236607551574707
nodes, 15.0, edges, 24.0, epochs, 0, time, 0.23258519172668457
nodes, 15.0, edges, 24.0, epochs, 1, time, 0.3478219509124756
nodes, 15.0, edges, 24.0, epochs, 2, time, 0.3473961353302002
nodes, 15.0, edges, 24.0, epochs, 3, time, 0.34684062004089355
nodes, 15.0, edges, 24.0, epochs, 4, time, 0.34590768814086914
nodes, 15.0, edges, 24.0, epochs, 5, time, 0.3467824459075928
nodes, 15.0, edges, 24.0, epochs, 6, time, 0.3475158214569092
nodes, 15.0, edges, 24.0, epochs, 7, time, 0.3451385498046875
nodes, 15.0, edges, 24.0, epochs, 8, time, 0.3453369140625
nodes, 15.0, edges, 24.0, epochs, 9, time, 0.35355067253112793
nodes, 15.0, edges, 24.0, epochs, 10, time, 0.3455238342285156
nodes, 15.0, edges, 24.0, epochs, 11, time, 0.3454170227050781
nodes, 15.0, edges, 24.0, epochs, 12, time, 0.34593701362609863
nodes, 15.0, edges, 24.0, epochs, 13, time, 0.34464001655578613
nodes, 15.0, edges, 24.0, epochs, 14, time, 0.3451824188232422
nodes, 15.0, edges, 24.0, epochs, 15, time, 0.34479403495788574
nodes, 15.0, edges, 24.0, epochs, 16, time, 0.34450197219848633
nodes, 15.0, edges, 24.0, epochs, 17, time, 0.34602904319763184
nodes, 15.0, edges, 24.0, epochs, 18, time, 0.34549427032470703
nodes, 15.0, edges, 30.0, epochs, -1, time, 0.27667975425720215
nodes, 15.0, edges, 30.0, epochs, 0, time, 0.2655942440032959
nodes, 15.0, edges, 30.0, epochs, 1, time, 0.3944993019104004
nodes, 15.0, edges, 30.0, epochs, 2, time, 0.3923358917236328
nodes, 15.0, edges, 30.0, epochs, 3, time, 0.3932623863220215
nodes, 15.0, edges, 30.0, epochs, 4, time, 0.3911576271057129
nodes, 15.0, edges, 30.0, epochs, 5, time, 0.39120006561279297
nodes, 15.0, edges, 30.0, epochs, 6, time, 0.3920717239379883
nodes, 15.0, edges, 30.0, epochs, 7, time, 0.39270758628845215
nodes, 15.0, edges, 30.0, epochs, 8, time, 0.39195775985717773
nodes, 15.0, edges, 30.0, epochs, 9, time, 0.39168357849121094
nodes, 15.0, edges, 30.0, epochs, 10, time, 0.39791059494018555
nodes, 15.0, edges, 30.0, epochs, 11, time, 0.39162111282348633
nodes, 15.0, edges, 30.0, epochs, 12, time, 0.39113569259643555
nodes, 15.0, edges, 30.0, epochs, 13, time, 0.3918294906616211
nodes, 15.0, edges, 30.0, epochs, 14, time, 0.3926117420196533
nodes, 15.0, edges, 30.0, epochs, 15, time, 0.39315319061279297
nodes, 15.0, edges, 30.0, epochs, 16, time, 0.3836979866027832
nodes, 15.0, edges, 30.0, epochs, 17, time, 0.3522613048553467
nodes, 15.0, edges, 30.0, epochs, 18, time, 0.35253334045410156
nodes, 15.0, edges, 31.0, epochs, -1, time, 0.2763559818267822
nodes, 15.0, edges, 31.0, epochs, 0, time, 0.2641265392303467
nodes, 15.0, edges, 31.0, epochs, 1, time, 0.38838863372802734
nodes, 15.0, edges, 31.0, epochs, 2, time, 0.3864297866821289
nodes, 15.0, edges, 31.0, epochs, 3, time, 0.3857131004333496
nodes, 15.0, edges, 31.0, epochs, 4, time, 0.3833472728729248
nodes, 15.0, edges, 31.0, epochs, 5, time, 0.3866727352142334
nodes, 15.0, edges, 31.0, epochs, 6, time, 0.3849451541900635
nodes, 15.0, edges, 31.0, epochs, 7, time, 0.384671688079834
nodes, 15.0, edges, 31.0, epochs, 8, time, 0.3838827610015869
nodes, 15.0, edges, 31.0, epochs, 9, time, 0.38560938835144043
