Random seed, 4
Random seed, 4
Random seed, 4
Random seed, 4
Random seed, 4
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 29
Random seed, 29
Random seed, 29
nodes, 10.0, edges, 12.0, epochs, 100, time, 152.81562995910645
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
nodes, 10.0, edges, 12.0, epochs, 100, time, 161.35103583335876
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 29
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 6
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
nodes, 10.0, edges, 15.0, epochs, 8, time, 193.3536331653595
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 24
Random seed, 2
