nodes, 15.0, edges, 33.0, epochs, -1, time, 53.31646156311035
nodes, 15.0, edges, 33.0, epochs, 0, time, 23.805551767349243
nodes, 15.0, edges, 33.0, epochs, 1, time, 38.47453212738037
nodes, 15.0, edges, 33.0, epochs, 2, time, 42.90787625312805
nodes, 15.0, edges, 33.0, epochs, 3, time, 48.950722455978394
nodes, 15.0, edges, 33.0, epochs, 4, time, 52.872246503829956
nodes, 15.0, edges, 33.0, epochs, 5, time, 51.66955494880676
nodes, 15.0, edges, 33.0, epochs, 6, time, 55.2594313621521
nodes, 15.0, edges, 33.0, epochs, 7, time, 53.468146324157715
nodes, 15.0, edges, 33.0, epochs, 8, time, 53.04265475273132
nodes, 15.0, edges, 33.0, epochs, 9, time, 54.0787787437439
nodes, 15.0, edges, 33.0, epochs, 10, time, 47.264508962631226
nodes, 15.0, edges, 33.0, epochs, 11, time, 42.378310441970825
nodes, 15.0, edges, 33.0, epochs, 12, time, 48.81782412528992
nodes, 15.0, edges, 33.0, epochs, 13, time, 48.906248569488525
nodes, 15.0, edges, 33.0, epochs, 14, time, 52.227317333221436
nodes, 15.0, edges, 33.0, epochs, 15, time, 48.37387490272522
nodes, 15.0, edges, 33.0, epochs, 16, time, 49.363799810409546
nodes, 15.0, edges, 33.0, epochs, 17, time, 43.92393445968628
nodes, 15.0, edges, 33.0, epochs, 18, time, 49.23796510696411
nodes, 15.0, edges, 33.0, epochs, 19, time, 56.370044231414795
nodes, 15.0, edges, 30.0, epochs, -1, time, 12.341146469116211
nodes, 15.0, edges, 30.0, epochs, 0, time, 134.46034121513367
nodes, 15.0, edges, 30.0, epochs, 1, time, 137.46256065368652
nodes, 15.0, edges, 30.0, epochs, 2, time, 88.16304302215576
nodes, 15.0, edges, 30.0, epochs, 3, time, 23.86775803565979
nodes, 15.0, edges, 30.0, epochs, 4, time, 11.636220932006836
nodes, 15.0, edges, 30.0, epochs, 5, time, 11.179483652114868
nodes, 15.0, edges, 30.0, epochs, 6, time, 10.316963195800781
nodes, 15.0, edges, 30.0, epochs, 7, time, 10.297086238861084
nodes, 15.0, edges, 30.0, epochs, 8, time, 10.59764313697815
nodes, 15.0, edges, 30.0, epochs, 9, time, 10.504125833511353
nodes, 15.0, edges, 30.0, epochs, 10, time, 13.137025356292725
nodes, 15.0, edges, 30.0, epochs, 11, time, 13.278703212738037
nodes, 15.0, edges, 30.0, epochs, 12, time, 13.087735176086426
nodes, 15.0, edges, 30.0, epochs, 13, time, 10.8988037109375
nodes, 15.0, edges, 30.0, epochs, 14, time, 11.16432523727417
nodes, 15.0, edges, 30.0, epochs, 15, time, 10.444920063018799
nodes, 15.0, edges, 30.0, epochs, 16, time, 10.535778522491455
nodes, 15.0, edges, 30.0, epochs, 17, time, 13.933526039123535
nodes, 15.0, edges, 30.0, epochs, 18, time, 12.411593914031982
nodes, 15.0, edges, 30.0, epochs, 19, time, 15.776247501373291
