nodes, 15.0, edges, 31.0, epochs, -1, time, 29.64519476890564
nodes, 15.0, edges, 31.0, epochs, 0, time, 21.965798139572144
nodes, 15.0, edges, 31.0, epochs, 1, time, 22.520490407943726
nodes, 15.0, edges, 31.0, epochs, 2, time, 25.429523468017578
nodes, 15.0, edges, 31.0, epochs, 3, time, 59.48396635055542
nodes, 15.0, edges, 31.0, epochs, 4, time, 39.87786626815796
nodes, 15.0, edges, 31.0, epochs, 5, time, 39.58987355232239
nodes, 15.0, edges, 31.0, epochs, 6, time, 42.581557273864746
nodes, 15.0, edges, 31.0, epochs, 7, time, 42.935866594314575
nodes, 15.0, edges, 31.0, epochs, 8, time, 45.21524786949158
nodes, 15.0, edges, 31.0, epochs, 9, time, 39.54024648666382
nodes, 15.0, edges, 31.0, epochs, 10, time, 40.84664797782898
nodes, 15.0, edges, 31.0, epochs, 11, time, 43.28640961647034
nodes, 15.0, edges, 31.0, epochs, 12, time, 38.32524394989014
nodes, 15.0, edges, 31.0, epochs, 13, time, 43.410964012145996
nodes, 15.0, edges, 31.0, epochs, 14, time, 40.05180883407593
nodes, 15.0, edges, 31.0, epochs, 15, time, 42.667442083358765
nodes, 15.0, edges, 31.0, epochs, 16, time, 43.099557876586914
nodes, 15.0, edges, 31.0, epochs, 17, time, 48.22535538673401
nodes, 15.0, edges, 31.0, epochs, 18, time, 47.19579601287842
nodes, 15.0, edges, 31.0, epochs, 19, time, 46.86980652809143
