Random seed, 2
nodes, 10.0, edges, 10.0, epochs, 100, time, 666.7408065795898
Random seed, 3
nodes, 10.0, edges, 16.0, epochs, 100, time, 676.0556972026825
Random seed, 5
nodes, 10.0, edges, 9.0, epochs, 100, time, 737.2945611476898
Random seed, 4
nodes, 10.0, edges, 10.0, epochs, 100, time, 840.3619978427887
Random seed, 1
nodes, 10.0, edges, 12.0, epochs, 100, time, 947.350120306015
Random seed, 9
nodes, 10.0, edges, 13.0, epochs, 100, time, 954.5192670822144
Random seed, 6
nodes, 10.0, edges, 14.0, epochs, 100, time, 999.7222676277161
Random seed, 7
nodes, 10.0, edges, 14.0, epochs, 100, time, 1159.4343419075012
Random seed, 10
nodes, 10.0, edges, 16.0, epochs, 100, time, 1218.4254086017609
Random seed, 8
nodes, 10.0, edges, 19.0, epochs, 100, time, 1348.830504655838
