Random seed, 3
nodes, 20.0, edges, 26.0, epochs, 100, time, 1154.6517028808594
Random seed, 3
Random seed, 3
Random seed, 3
nodes, 20.0, edges, 26.0, epochs, 100, time, 1088.3772869110107
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
Random seed, 3
nodes, 20.0, edges, 26.0, epochs, 100, time, 768.7494926452637
Random seed, 3
Random seed, 3
nodes, 20.0, edges, 26.0, epochs, 100, time, 1261.7511756420135
Random seed, 3
Random seed, 3
nodes, 20.0, edges, 26.0, epochs, 100, time, 1214.572503566742
