Random seed, 1
nodes, 20.0, edges, 27.0, epochs, 100, time, 2796.3758504390717
Random seed, 8
nodes, 20.0, edges, 35.0, epochs, 100, time, 2857.9891278743744
Random seed, 9
nodes, 20.0, edges, 28.0, epochs, 100, time, 3027.6691908836365
