Random seed, 5
nodes, 30.0, edges, 49.0, epochs, -1, time, 9.324744939804077
nodes, 30.0, edges, 49.0, epochs, 0, time, 13.623603343963623
nodes, 30.0, edges, 49.0, epochs, 1, time, 36.32286238670349
nodes, 30.0, edges, 49.0, epochs, 2, time, 37.23872947692871
nodes, 30.0, edges, 49.0, epochs, 3, time, 36.34658169746399
nodes, 30.0, edges, 49.0, epochs, 4, time, 36.61393761634827
nodes, 30.0, edges, 49.0, epochs, 5, time, 36.42128348350525
nodes, 30.0, edges, 49.0, epochs, 6, time, 35.60814881324768
nodes, 30.0, edges, 49.0, epochs, 7, time, 36.70610570907593
nodes, 30.0, edges, 49.0, epochs, 8, time, 37.675814151763916
nodes, 30.0, edges, 49.0, epochs, 9, time, 35.924623250961304
nodes, 30.0, edges, 49.0, epochs, 10, time, 35.94357514381409
nodes, 30.0, edges, 49.0, epochs, 11, time, 35.93357229232788
nodes, 30.0, edges, 49.0, epochs, 12, time, 37.19021153450012
nodes, 30.0, edges, 49.0, epochs, 13, time, 37.781925678253174
nodes, 30.0, edges, 49.0, epochs, 14, time, 36.15056252479553
nodes, 30.0, edges, 49.0, epochs, 15, time, 36.23502802848816
nodes, 30.0, edges, 49.0, epochs, 16, time, 35.46595621109009
nodes, 30.0, edges, 49.0, epochs, 17, time, 36.59001421928406
nodes, 30.0, edges, 49.0, epochs, 18, time, 39.95314073562622
nodes, 30.0, edges, 49.0, epochs, 19, time, 34.221689224243164
Random seed, 5
nodes, 30.0, edges, 49.0, epochs, -1, time, 2.625699996948242
nodes, 30.0, edges, 49.0, epochs, 0, time, 2.990173578262329
nodes, 30.0, edges, 49.0, epochs, 1, time, 5.183821678161621
nodes, 30.0, edges, 49.0, epochs, 2, time, 5.413267612457275
nodes, 30.0, edges, 49.0, epochs, 3, time, 5.278753042221069
nodes, 30.0, edges, 49.0, epochs, 4, time, 5.14547324180603
nodes, 30.0, edges, 49.0, epochs, 5, time, 5.036843776702881
nodes, 30.0, edges, 49.0, epochs, 6, time, 5.110537767410278
nodes, 30.0, edges, 49.0, epochs, 7, time, 5.170408248901367
nodes, 30.0, edges, 49.0, epochs, 8, time, 5.193094253540039
nodes, 30.0, edges, 49.0, epochs, 9, time, 5.089311838150024
nodes, 30.0, edges, 49.0, epochs, 10, time, 5.106760740280151
Random seed, 5
nodes, 30.0, edges, 49.0, epochs, -1, time, 2.5301082134246826
nodes, 30.0, edges, 49.0, epochs, 0, time, 2.713176965713501
nodes, 30.0, edges, 49.0, epochs, 1, time, 4.8179099559783936
nodes, 30.0, edges, 49.0, epochs, 2, time, 5.008324861526489
nodes, 30.0, edges, 49.0, epochs, 3, time, 4.973340034484863
nodes, 30.0, edges, 49.0, epochs, 4, time, 4.958126783370972
nodes, 30.0, edges, 49.0, epochs, 5, time, 4.9296488761901855
nodes, 30.0, edges, 49.0, epochs, 6, time, 4.948822975158691
nodes, 30.0, edges, 49.0, epochs, 7, time, 4.93181037902832
nodes, 30.0, edges, 49.0, epochs, 8, time, 4.7323222160339355
nodes, 30.0, edges, 49.0, epochs, 9, time, 4.675858974456787
nodes, 30.0, edges, 49.0, epochs, 10, time, 5.004746675491333
nodes, 30.0, edges, 49.0, epochs, 11, time, 4.957580804824829
nodes, 30.0, edges, 49.0, epochs, 12, time, 4.943566799163818
nodes, 30.0, edges, 49.0, epochs, 13, time, 4.899035453796387
nodes, 30.0, edges, 49.0, epochs, 14, time, 5.015655755996704
nodes, 30.0, edges, 49.0, epochs, 15, time, 5.01106333732605
nodes, 30.0, edges, 49.0, epochs, 16, time, 4.896098852157593
nodes, 30.0, edges, 49.0, epochs, 17, time, 5.028730392456055
nodes, 30.0, edges, 49.0, epochs, 18, time, 4.949923753738403
nodes, 30.0, edges, 49.0, epochs, 19, time, 4.904919624328613
nodes, 30.0, edges, 49.0, epochs, 20, time, 5.139060735702515
nodes, 30.0, edges, 49.0, epochs, 21, time, 4.955334901809692
nodes, 30.0, edges, 49.0, epochs, 22, time, 5.0401270389556885
nodes, 30.0, edges, 49.0, epochs, 23, time, 5.037632465362549
nodes, 30.0, edges, 49.0, epochs, 24, time, 4.922799587249756
nodes, 30.0, edges, 49.0, epochs, 25, time, 4.994344472885132
nodes, 30.0, edges, 49.0, epochs, 26, time, 4.943325042724609
nodes, 30.0, edges, 49.0, epochs, 27, time, 5.022076845169067
nodes, 30.0, edges, 49.0, epochs, 28, time, 4.958245754241943
nodes, 30.0, edges, 49.0, epochs, 29, time, 53.986767292022705
Random seed, 1
nodes, 30.0, edges, 58.0, epochs, -1, time, 2.9786481857299805
nodes, 30.0, edges, 58.0, epochs, 0, time, 2.8882548809051514
nodes, 30.0, edges, 58.0, epochs, 1, time, 4.610628604888916
nodes, 30.0, edges, 58.0, epochs, 2, time, 4.454636573791504
nodes, 30.0, edges, 58.0, epochs, 3, time, 4.671767950057983
nodes, 30.0, edges, 58.0, epochs, 4, time, 5.469534397125244
nodes, 30.0, edges, 58.0, epochs, 5, time, 4.885076284408569
nodes, 30.0, edges, 58.0, epochs, 6, time, 5.042002439498901
nodes, 30.0, edges, 58.0, epochs, 7, time, 4.660260915756226
nodes, 30.0, edges, 58.0, epochs, 8, time, 4.811905860900879
nodes, 30.0, edges, 58.0, epochs, 9, time, 4.921733379364014
nodes, 30.0, edges, 58.0, epochs, 10, time, 4.649158239364624
nodes, 30.0, edges, 58.0, epochs, 11, time, 4.131443500518799
nodes, 30.0, edges, 58.0, epochs, 12, time, 4.101426601409912
nodes, 30.0, edges, 58.0, epochs, 13, time, 4.038720369338989
nodes, 30.0, edges, 58.0, epochs, 14, time, 4.128909111022949
nodes, 30.0, edges, 58.0, epochs, 15, time, 3.9235947132110596
nodes, 30.0, edges, 58.0, epochs, 16, time, 4.452756404876709
nodes, 30.0, edges, 58.0, epochs, 17, time, 4.746696949005127
nodes, 30.0, edges, 58.0, epochs, 18, time, 4.49158239364624
nodes, 30.0, edges, 58.0, epochs, 19, time, 4.63438868522644
nodes, 30.0, edges, 58.0, epochs, 20, time, 4.751870155334473
nodes, 30.0, edges, 58.0, epochs, 21, time, 4.9399919509887695
nodes, 30.0, edges, 58.0, epochs, 22, time, 4.893735885620117
