Random seed, 7
nodes, 30.0, edges, 43.0, epochs, 100, time, 14860.91945528984
Random seed, 9
nodes, 30.0, edges, 50.0, epochs, 100, time, 19715.105551719666
Random seed, 2
nodes, 30.0, edges, 51.0, epochs, 100, time, 24546.82228755951
