mode, epoch, average loss, defender utility,
testing,8,0.153892004,-2.575780773,0
training,9,0.124043006,-1.608933944,0
validating,9,0.158114271,-1.435712615,0
testing,9,0.14912933,-2.565625763,0
training,10,0.120461508,-1.581624008,0
validating,10,0.155093998,-1.302403957,0
testing,10,0.146511262,-2.560996801,0
training,11,0.118119721,-1.530338073,0
validating,11,0.142538028,-1.441578096,0
testing,11,0.138211093,-2.541296941,0
training,12,0.116355488,-1.576715919,0
validating,12,0.133981322,-1.458932364,0
testing,12,0.133110788,-2.319504628,0
training,13,0.112241469,-1.535856753,0
validating,13,0.136070681,-1.454287636,0
testing,13,0.133986165,-2.468838974,0
training,14,0.113476047,-1.525830683,0
validating,14,0.139728772,-1.449299887,0
testing,14,0.13585678,-2.532000005,0
training,15,0.114305737,-1.543664526,0
validating,15,0.141073743,-1.448085575,0
testing,15,0.136556858,-2.535024938,0
training,16,0.114183233,-1.543560697,0
validating,16,0.140878565,-1.448130101,0
testing,16,0.136371252,-2.535155836,0
training,17,0.114884153,-1.543565358,0
validating,17,0.141657545,-1.447083968,0
testing,17,0.136783423,-2.537611893,0
training,18,0.115033217,-1.542025614,0
validating,18,0.141347702,-1.447869354,0
testing,18,0.136538646,-2.537618101,0
training,19,0.114283408,-1.54208945,0
validating,19,0.140060855,-1.44879999,0
testing,19,0.135709071,-2.533761987,0
mode, epoch, average loss, defender utility,
training,-1,0.200105028,-0.82297262,0
validating,-1,0.220199668,-1.195178749,0
testing,-1,0.189428741,-1.07231149,0
training,0,3.756085409,-3.795603316,0
validating,0,3.725033236,-3.797427893,0
testing,0,3.770027876,-3.801052952,0
training,1,3.607799516,-3.715837349,0
validating,1,3.167849588,-3.476160765,0
testing,1,3.145560694,-3.430265164,0
training,2,1.977149785,-2.878422808,0
validating,2,0.886791563,-1.755903314,0
testing,2,0.647138095,-1.930488975,0
training,3,0.727849065,-1.462942136,0
validating,3,0.823386192,-1.411011927,0
testing,3,0.582204568,-1.62917851,0
training,4,0.68152001,-1.295910966,0
validating,4,0.820130944,-1.367122412,0
testing,4,0.585374522,-1.511553042,0
training,5,0.697220433,-1.233930406,0
validating,5,0.757526231,-1.356734993,0
testing,5,0.523263586,-1.313003822,0
training,6,0.611662913,-1.122995557,0
validating,6,0.725131583,-1.331837159,0
testing,6,0.502783442,-1.236594219,0
training,7,0.603997637,-1.081750923,0
validating,7,0.721988797,-1.281956916,0
testing,7,0.515406489,-1.070222354,0
training,8,0.586872464,-1.044921074,0
validating,8,0.695793581,-1.256349643,0
testing,8,0.502353501,-1.045975225,0
training,9,0.5524107,-1.03913961,0
validating,9,0.677705169,-1.227938522,0
testing,9,0.498104131,-1.02703575,0
training,10,0.580936337,-1.029551824,0
validating,10,0.670347667,-1.190241264,0
testing,10,0.507902193,-1.003234172,0
training,11,0.521943206,-1.026224947,0
validating,11,0.608904409,-1.191547312,0
testing,11,0.452254808,-1.020644218,0
training,12,0.505232173,-1.010423971,0
validating,12,0.593781281,-1.149564242,0
testing,12,0.456693947,-0.997364262,0
training,13,0.506403783,-1.00684839,0
validating,13,0.589446115,-1.146886621,0
testing,13,0.453941739,-0.996647787,0
training,14,0.498004042,-1.005280954,0
validating,14,0.580071855,-1.146783149,0
testing,14,0.445073295,-1.000634867,0
training,15,0.493596198,-1.004665983,0
validating,15,0.572526979,-1.145838782,0
testing,15,0.438507307,-1.002916539,0
training,16,0.487140935,-1.003578193,0
validating,16,0.567587209,-1.144264248,0
testing,16,0.434555328,-1.003230706,0
training,17,0.482571413,-1.002791247,0
validating,17,0.560010695,-1.144446485,0
testing,17,0.427682376,-1.006037204,0
training,18,0.475924311,-1.001956807,0
validating,18,0.553388548,-1.14339067,0
testing,18,0.422128832,-1.008281615,0
training,19,0.470978659,-1.00083685,0
validating,19,0.547815371,-1.141379966,0
testing,19,0.417827225,-1.008742434,0
mode, epoch, average loss, defender utility,
training,-1,0.015292529,-0.697504551,0
validating,-1,0.024969328,-1.368153757,0
testing,-1,0.011599617,-0.452755117,0
training,0,1.576895125,-4.436992414,0
validating,0,1.537718511,-4.521869183,0
testing,0,1.567743039,-4.448355532,0
training,1,1.557139829,-4.377090059,0
validating,1,1.423750615,-4.153520107,0
testing,1,1.444640231,-4.152743006,0
training,2,1.191780919,-3.728185112,0
validating,2,0.543889219,-2.959625506,0
testing,2,0.563884737,-2.81962508,0
training,3,0.406667251,-1.947025646,0
validating,3,0.038301353,-1.515381896,0
testing,3,0.119235208,-0.628402677,0
training,4,0.152435863,-1.126665087,0
validating,4,0.029363569,-1.103667283,0
testing,4,0.089640321,-0.459168106,0
training,5,0.087782274,-0.941958207,0
validating,5,0.025643117,-1.091792762,0
testing,5,0.080107091,-0.488901196,0
training,6,0.075253309,-0.827027461,0
validating,6,0.024898561,-1.071466267,0
testing,6,0.070390756,-0.451474398,0
training,7,0.095114716,-0.942619667,0
validating,7,0.04436874,-1.631919837,0
testing,7,0.107629223,-0.730753791,0
training,8,0.124245388,-1.161645281,0
validating,8,0.046913808,-1.641657925,0
testing,8,0.110688475,-0.742781445,0
training,9,0.125245889,-1.167710882,0
validating,9,0.046985048,-1.642671525,0
testing,9,0.110773968,-0.743106034,0
training,10,0.125277157,-1.168040618,0
validating,10,0.046986167,-1.641840529,0
testing,10,0.110776076,-0.743111801,0
training,11,0.125277832,-1.167961253,0
validating,11,0.046986191,-1.641841078,0
testing,11,0.110775743,-0.743109927,0
training,12,0.125277823,-1.167930614,0
validating,12,0.046986191,-1.64184103,0
testing,12,0.110775743,-0.743109947,0
training,13,0.125277817,-1.16787248,0
validating,13,0.046986199,-1.641883755,0
testing,13,0.110775764,-0.743113041,0
training,14,0.12527781,-1.167703292,0
validating,14,0.046986179,-1.641841125,0
testing,14,0.110775757,-0.743110323,0
training,15,0.125277826,-1.167726592,0
validating,15,0.046986191,-1.64184103,0
testing,15,0.110775743,-0.743109947,0
training,16,0.125277815,-1.167726607,0
validating,16,0.046986191,-1.64184103,0
testing,16,0.110775743,-0.743109947,0
training,17,0.125277822,-1.167902165,0
validating,17,0.046986179,-1.641841125,0
testing,17,0.110775757,-0.743110323,0
training,18,0.125277814,-1.167937297,0
validating,18,0.046986199,-1.641883755,0
testing,18,0.110775764,-0.743113041,0
training,19,0.125277829,-1.167872274,0
validating,19,0.046986191,-1.64184103,0
testing,19,0.110775743,-0.743109947,0
