mode, epoch, average loss, defender utility,
training,-1,0.217972256,-3.360362663,0
validating,-1,0.22424475,-3.129693556,0
testing,-1,0.206437838,-3.055814731,0
training,0,2.608151306,-5.967008563,0
validating,0,3.013928843,-5.984919453,0
testing,0,2.812178946,-5.971972847,0
training,1,2.512167702,-5.919431387,0
validating,1,2.535449982,-5.761231041,0
testing,1,2.335744488,-5.753028679,0
training,2,1.678160521,-5.496713843,0
validating,2,1.322442031,-4.611166286,0
testing,2,1.17097795,-4.625842547,0
training,3,1.170009216,-5.168292127,0
validating,3,1.39470818,-4.858896923,0
testing,3,1.21598649,-4.799868894,0
training,4,1.24905974,-5.109976925,0
validating,4,1.364338613,-4.729816389,0
testing,4,1.181022751,-4.714369583,0
training,5,1.167260631,-5.107295677,0
validating,5,1.316517234,-4.644902563,0
testing,5,1.133561993,-4.637868667,0
training,6,0.979978188,-5.17774227,0
validating,6,1.326911426,-4.587984943,0
testing,6,1.140081364,-4.548851633,0
training,7,1.224745868,-5.048901204,0
validating,7,1.20629766,-4.730521488,0
testing,7,1.037230748,-4.515132737,0
training,8,1.021467653,-5.200210074,0
validating,8,1.262571788,-4.359665394,0
testing,8,1.081057483,-4.403030062,0
training,9,1.046576648,-5.12558685,0
validating,9,1.091242898,-4.390329599,0
testing,9,0.928238672,-4.184320974,0
training,10,1.090080256,-5.009233979,0
validating,10,1.017602527,-4.659975815,0
testing,10,0.871819109,-4.150506616,0
training,11,0.980680304,-5.107791165,0
validating,11,1.504173636,-4.639455032,0
testing,11,1.304835737,-4.712801647,0
training,12,1.10103589,-5.143149812,0
validating,12,1.083161509,-4.377819538,0
testing,12,0.921982163,-4.225883412,0
training,13,0.9994584,-5.001078844,0
validating,13,1.079257023,-4.373624182,0
testing,13,0.918684047,-4.212623763,0
training,14,1.022761275,-4.970541872,0
validating,14,1.120133626,-4.350554562,0
testing,14,0.955420119,-4.239668822,0
training,15,1.055306103,-4.89706361,0
validating,15,1.141555345,-4.341243601,0
testing,15,0.97456612,-4.161400032,0
training,16,1.023038399,-4.917682559,0
validating,16,1.111044443,-4.347595119,0
testing,16,0.947616583,-4.217188549,0
training,17,1.022997776,-4.917962626,0
validating,17,1.105643737,-4.344363499,0
testing,17,0.942979056,-4.201638055,0
training,18,1.039413665,-4.875151103,0
validating,18,1.136780608,-4.328514433,0
testing,18,0.971285826,-4.121520877,0
training,19,1.03519916,-4.959421556,0
validating,19,1.121719992,-4.336078119,0
testing,19,0.957328981,-4.2171875,0
mode, epoch, average loss, defender utility,
training,-1,0.353086032,-2.434928375,0
validating,-1,0.356050444,-2.466563129,0
testing,-1,0.356418055,-2.925381136,0
training,0,2.997135196,-3.803654718,0
validating,0,2.917189693,-3.849549341,0
testing,0,2.99312253,-3.828271484,0
training,1,2.598344919,-3.646467045,0
validating,1,1.715412569,-3.086524963,0
testing,1,1.762738121,-3.022873163,0
training,2,1.365963854,-2.546481511,0
validating,2,1.218868828,-2.799728489,0
testing,2,1.291554105,-2.646831107,0
training,3,1.269115141,-2.491535967,0
validating,3,1.18302989,-2.724829483,0
testing,3,1.231999505,-2.606740928,0
training,4,1.13021884,-2.483800803,0
validating,4,1.102336216,-2.712618971,0
testing,4,1.140556967,-2.598777342,0
training,5,1.043998187,-2.469645204,0
validating,5,0.954138899,-2.712469244,0
testing,5,0.981897008,-2.58820138,0
training,6,0.862703153,-2.41362834,0
validating,6,0.673200488,-2.715497398,0
testing,6,0.695524806,-2.578953218,0
training,7,0.600982302,-2.411797288,0
validating,7,0.635768199,-2.900978851,0
testing,7,0.628540963,-2.933158851,0
training,8,0.51802752,-2.406754436,0
validating,8,0.442029095,-2.300168842,0
testing,8,0.441913551,-2.762260604,0
training,9,0.483384235,-2.432005807,0
validating,9,0.429541326,-2.29672752,0
testing,9,0.431433588,-2.7901999,0
training,10,0.484233682,-2.434548759,0
validating,10,0.486492157,-2.532507014,0
testing,10,0.480492502,-2.688338876,0
training,11,0.490361605,-2.396971914,0
validating,11,0.455660248,-2.338028574,0
testing,11,0.450635773,-2.685565138,0
training,12,0.49232549,-2.4498681,0
validating,12,0.499947691,-2.589102674,0
testing,12,0.488814586,-2.795970559,0
training,13,0.508268854,-2.481212153,0
validating,13,0.479677606,-2.525053263,0
testing,13,0.469981951,-2.746169758,0
training,14,0.4848376,-2.384978543,0
validating,14,0.461609006,-2.453210378,0
testing,14,0.453677195,-2.714139676,0
training,15,0.479104124,-2.355055165,0
validating,15,0.459514189,-2.347481,0
testing,15,0.452312618,-2.701598191,0
training,16,0.469455859,-2.340290117,0
validating,16,0.45214889,-2.324087912,0
testing,16,0.445567578,-2.701937675,0
training,17,0.466838213,-2.32830065,0
validating,17,0.454995823,-2.334458816,0
testing,17,0.448061126,-2.700274706,0
training,18,0.466100144,-2.335637128,0
validating,18,0.452734447,-2.326300323,0
testing,18,0.445786291,-2.702519536,0
training,19,0.469694294,-2.33987288,0
validating,19,0.454486084,-2.338964009,0
testing,19,0.447409493,-2.700325918,0
mode, epoch, average loss, defender utility,
training,-1,0.415562592,-1.541110367,0
validating,-1,0.448922348,-1.3088108,0
testing,-1,0.458341992,-1.345539248,0
training,0,2.827438157,-1.738815798,0
validating,0,2.906200409,-1.714028716,0
testing,0,2.757993674,-1.743629968,0
training,1,2.781547826,-1.718724479,0
validating,1,2.676020908,-1.653667021,0
testing,1,2.545273852,-1.679709935,0
training,2,2.113444904,-1.613557727,0
validating,2,1.53006053,-1.544521046,0
testing,2,1.472637832,-1.569883132,0
training,3,1.429709404,-1.548955931,0
validating,3,1.447198248,-1.532908773,0
testing,3,1.392713821,-1.557087076,0
training,4,1.495687257,-1.544313526,0
validating,4,1.521946096,-1.54377327,0
testing,4,1.463111794,-1.553811383,0
training,5,1.517909455,-1.545519045,0
validating,5,1.541017675,-1.547191668,0
testing,5,1.480300844,-1.554094958,0
training,6,1.548940791,-1.544385794,0
validating,6,1.569746637,-1.549755955,0
testing,6,1.506811512,-1.546420777,0
training,7,1.459147171,-1.536192618,0
validating,7,1.392042589,-1.533734679,0
testing,7,1.336856782,-1.539606738,0
training,8,1.365927087,-1.529593039,0
validating,8,1.469997644,-1.542442822,0
testing,8,1.409516346,-1.54103483,0
training,9,1.425103906,-1.533644237,0
validating,9,1.544481182,-1.549105954,0
testing,9,1.477946889,-1.539263582,0
training,10,1.50932232,-1.535200964,0
validating,10,1.567486954,-1.548187828,0
testing,10,1.497948253,-1.537876248,0
training,11,1.6554872,-1.538273856,0
validating,11,1.70173502,-1.542925787,0
testing,11,1.621980453,-1.539114738,0
training,12,1.504319685,-1.534328232,0
validating,12,1.504916334,-1.547010875,0
testing,12,1.433927095,-1.530197215,0
training,13,1.468279501,-1.527800448,0
validating,13,1.501485157,-1.546059132,0
testing,13,1.43057009,-1.530022824,0
training,14,1.464447945,-1.529166123,0
validating,14,1.498165989,-1.546091247,0
testing,14,1.427224934,-1.529767597,0
training,15,1.446379856,-1.526655296,0
validating,15,1.493224907,-1.545642781,0
testing,15,1.422250879,-1.529340291,0
training,16,1.453377155,-1.526229835,0
validating,16,1.49751296,-1.545524216,0
testing,16,1.426104605,-1.52930572,0
training,17,1.454026008,-1.526146432,0
validating,17,1.492806149,-1.545303845,0
testing,17,1.42141639,-1.528748953,0
training,18,1.456875239,-1.52597256,0
validating,18,1.500542688,-1.545687127,0
testing,18,1.42846216,-1.528730202,0
training,19,1.456577093,-1.525635144,0
validating,19,1.499654913,-1.545716238,0
testing,19,1.427448285,-1.528473866,0
mode, epoch, average loss, defender utility,
training,-1,0.070193792,-1.484068663,0
validating,-1,0.077609681,-1.448092377,0
testing,-1,0.070460607,-2.140408967,0
training,0,2.221606023,-4.1894857,0
validating,0,2.190748215,-4.149157619,0
testing,0,2.129071677,-4.242443037,0
training,1,2.18164555,-4.150928695,0
validating,1,2.0268821,-3.983242798,0
testing,1,1.961381269,-4.100091863,0
training,2,1.396800687,-3.418492069,0
validating,2,0.657805264,-2.383722234,0
testing,2,0.651078609,-3.074499774,0
training,3,0.375249932,-2.197313706,0
validating,3,0.23318783,-1.82055366,0
testing,3,0.2959581,-2.66412315,0
training,4,0.194768969,-1.856756366,0
validating,4,0.123753264,-1.494576204,0
testing,4,0.19252715,-2.992538507,0
training,5,0.15548776,-1.728666507,0
validating,5,0.131101857,-1.373418558,0
testing,5,0.157188353,-2.765893383,0
training,6,0.13550778,-1.628044061,0
validating,6,0.14192838,-1.336973864,0
testing,6,0.151468138,-2.595414095,0
training,7,0.132494212,-1.571120028,0
validating,7,0.170076104,-1.231109643,0
testing,7,0.160758717,-2.601965341,0
training,8,0.131835841,-1.596831246,0
validating,8,0.16390947,-1.3087322,0
