mode, epoch, average loss, defender utility,
testing,-1,0.458342183,-1.345552385,0
training,0,2.827438082,-1.738972712,0
validating,0,2.906200314,-1.714050746,0
testing,0,2.757993627,-1.743711567,0
training,1,2.781557104,-1.718777949,0
validating,1,2.676074791,-1.653651118,0
testing,1,2.545324016,-1.679159594,0
training,2,2.11261393,-1.613549999,0
validating,2,1.526737404,-1.544109654,0
testing,2,1.469479764,-1.569891405,0
training,3,1.427335937,-1.548779253,0
validating,3,1.447038651,-1.532987237,0
testing,3,1.3925583,-1.557007623,0
training,4,1.495813451,-1.54421464,0
validating,4,1.522691917,-1.543765283,0
testing,4,1.463821828,-1.553617895,0
training,5,1.519038786,-1.543268337,0
validating,5,1.555282927,-1.548131227,0
testing,5,1.493827665,-1.548733413,0
training,6,1.547851092,-1.545936636,0
validating,6,1.562731218,-1.549724245,0
testing,6,1.50010761,-1.546226811,0
training,7,1.458595446,-1.536921375,0
validating,7,1.389736128,-1.534011626,0
testing,7,1.334465492,-1.538881266,0
training,8,1.366428273,-1.529701093,0
validating,8,1.486036873,-1.544040084,0
testing,8,1.424436176,-1.541092515,0
training,9,1.441210236,-1.534167995,0
validating,9,1.564657164,-1.548883867,0
testing,9,1.496530139,-1.539098346,0
training,10,1.526976197,-1.535409219,0
validating,10,1.574337721,-1.547730207,0
testing,10,1.503887737,-1.537635732,0
training,11,1.659467629,-1.53801103,0
validating,11,1.695896339,-1.542742109,0
testing,11,1.615945077,-1.538507211,0
training,12,1.49387688,-1.533534411,0
validating,12,1.508191729,-1.546671152,0
testing,12,1.436449063,-1.529695106,0
training,13,1.470560094,-1.527322933,0
validating,13,1.503400707,-1.546177387,0
testing,13,1.431817257,-1.529434836,0
training,14,1.465355928,-1.526864045,0
validating,14,1.499307013,-1.545932198,0
testing,14,1.427728117,-1.529116213,0
training,15,1.44676342,-1.525982019,0
validating,15,1.495143509,-1.545623589,0
testing,15,1.423484504,-1.528541744,0
training,16,1.45408377,-1.525639527,0
validating,16,1.498739243,-1.545367599,0
testing,16,1.42667166,-1.528502607,0
training,17,1.453960834,-1.525490199,0
validating,17,1.493205214,-1.544957757,0
testing,17,1.421202147,-1.528049982,0
training,18,1.456215409,-1.525281164,0
validating,18,1.500661373,-1.54494102,0
testing,18,1.427981365,-1.528005862,0
training,19,1.456168481,-1.524974254,0
validating,19,1.500200605,-1.545162272,0
testing,19,1.427349985,-1.527766943,0
mode, epoch, average loss, defender utility,
training,-1,0.070193802,-1.484078304,0
validating,-1,0.077609657,-1.448092765,0
testing,-1,0.070460613,-2.140306501,0
training,0,2.221605996,-4.189666734,0
validating,0,2.190748239,-4.148807716,0
testing,0,2.129071605,-4.242674017,0
training,1,2.18160162,-4.151906415,0
validating,1,2.026621485,-3.982537556,0
testing,1,1.961124992,-4.10023849,0
training,2,1.395231404,-3.419027628,0
validating,2,0.654298085,-2.384162402,0
testing,2,0.648100299,-3.072129881,0
training,3,0.368384682,-2.187989733,0
validating,3,0.219470023,-1.779474986,0
testing,3,0.288214909,-2.673204246,0
training,4,0.193075042,-1.840672765,0
validating,4,0.124535758,-1.491350454,0
testing,4,0.191188652,-2.985094593,0
training,5,0.153936666,-1.716126325,0
validating,5,0.136220634,-1.36605888,0
testing,5,0.158578189,-2.732728513,0
training,6,0.13760573,-1.625715055,0
validating,6,0.156410855,-1.240412694,0
testing,6,0.158835525,-2.536858287,0
training,7,0.135527949,-1.608310082,0
validating,7,0.163365304,-1.31805169,0
testing,7,0.156224249,-2.586305901,0
training,8,0.131844499,-1.582742147,0
validating,8,0.164185444,-1.308180809,0
testing,8,0.154181523,-2.574351007,0
training,9,0.123650374,-1.571751265,0
validating,9,0.156604251,-1.438032937,0
testing,9,0.148418836,-2.559368506,0
training,10,0.12182925,-1.552079819,0
validating,10,0.159655628,-1.305330139,0
testing,10,0.1495503,-2.564292726,0
training,11,0.11876105,-1.546481745,0
validating,11,0.143126461,-1.441791409,0
testing,11,0.138599515,-2.542003682,0
training,12,0.116438333,-1.576089182,0
validating,12,0.134674603,-1.46044251,0
testing,12,0.133542934,-2.517876521,0
training,13,0.112435548,-1.534636596,0
validating,13,0.136750628,-1.454849608,0
testing,13,0.134427594,-2.467456689,0
training,14,0.113674683,-1.524894214,0
validating,14,0.140343124,-1.448813909,0
testing,14,0.136281441,-2.533139616,0
training,15,0.114356471,-1.543770339,0
validating,15,0.141046099,-1.448516397,0
testing,15,0.136612061,-2.53452926,0
training,16,0.114160942,-1.543686566,0
validating,16,0.140917141,-1.448001526,0
testing,16,0.136463575,-2.535346672,0
training,17,0.114913045,-1.54396318,0
validating,17,0.141859936,-1.447266877,0
testing,17,0.136969983,-2.538269961,0
training,18,0.115181106,-1.542730889,0
validating,18,0.141758172,-1.447479134,0
testing,18,0.136852047,-2.538321653,0
training,19,0.114462218,-1.541490272,0
validating,19,0.140407337,-1.448385458,0
testing,19,0.135982696,-2.53455525,0
