mode, epoch, average loss, defender utility,
training,6,1.417344601,-1.619473934,0
validating,6,1.579532719,-1.586462879,0
testing,6,1.514379632,-1.638649833,0
training,7,1.549318821,-1.591643376,0
validating,7,1.560221004,-1.589280844,0
testing,7,1.490708077,-1.616144466,0
training,8,1.576225659,-1.592140932,0
validating,8,1.731598425,-1.597085214,0
testing,8,1.64742167,-1.607837582,0
training,9,1.664377986,-1.581878262,0
validating,9,1.862532043,-1.606381297,0
testing,9,1.764251471,-1.600535333,0
training,10,1.842159813,-1.583328596,0
validating,10,2.010311127,-1.580913138,0
testing,10,1.897436786,-1.594411123,0
training,11,1.951384936,-1.578734718,0
validating,11,1.909972095,-1.592699122,0
testing,11,1.802264905,-1.595271373,0
training,12,1.651472422,-1.580773463,0
validating,12,1.875068235,-1.608601308,0
testing,12,1.763750219,-1.591997576,0
training,13,1.797639762,-1.570702216,0
validating,13,1.884952164,-1.612355185,0
testing,13,1.772934365,-1.592039883,0
training,14,1.811343939,-1.570900255,0
validating,14,1.904367876,-1.602485943,0
testing,14,1.790670919,-1.600749242,0
training,15,1.773183656,-1.567924505,0
validating,15,1.858505869,-1.606462073,0
testing,15,1.748143458,-1.586513519,0
training,16,1.772101065,-1.568061629,0
validating,16,1.864116192,-1.606581211,0
testing,16,1.753071785,-1.586117983,0
training,17,1.763525026,-1.567929394,0
validating,17,1.847004795,-1.605100536,0
testing,17,1.73701961,-1.58205657,0
training,18,1.757010756,-1.569976119,0
validating,18,1.844428158,-1.605982637,0
testing,18,1.734496832,-1.58266468,0
training,19,1.753855695,-1.569108169,0
validating,19,1.840597153,-1.605520678,0
testing,19,1.730798769,-1.582287586,0
mode, epoch, average loss, defender utility,
training,-1,0.070193792,-1.673089056,0
validating,-1,0.077609681,-1.700215036,0
testing,-1,0.070460607,-2.176306736,0
training,0,2.221606023,-4.254228687,0
validating,0,2.190748215,-4.232712936,0
testing,0,2.129071677,-4.280073166,0
training,1,2.182516697,-4.23068864,0
validating,1,2.028292823,-4.116949749,0
testing,1,1.962209845,-4.175944042,0
training,2,1.389731213,-3.498622193,0
validating,2,0.681118399,-2.472941232,0
testing,2,0.674405369,-3.0956249,0
training,3,0.401354387,-2.329266549,0
validating,3,0.2204548,-1.906674761,0
testing,3,0.328208547,-2.816740347,0
training,4,0.231972568,-2.094228945,0
validating,4,0.177178486,-1.882363421,0
testing,4,0.264555904,-2.736734764,0
training,5,0.220674445,-2.045862771,0
validating,5,0.164630704,-1.862928432,0
testing,5,0.226780504,-2.747270162,0
training,6,0.174293414,-1.967622804,0
validating,6,0.130590088,-1.619623214,0
testing,6,0.180546979,-2.691816837,0
training,7,0.15177209,-1.865256327,0
validating,7,0.142302362,-1.624921769,0
testing,7,0.165907989,-2.626512894,0
training,8,0.143920108,-1.799958755,0
validating,8,0.161259213,-1.757693654,0
testing,8,0.165652883,-2.611988918,0
training,9,0.13993866,-1.78901213,0
validating,9,0.152039025,-1.755712956,0
testing,9,0.160050276,-2.564151663,0
training,10,0.136889926,-1.775107247,0
validating,10,0.141103861,-1.427520037,0
testing,10,0.160523913,-2.560824604,0
training,11,0.134509665,-1.792877041,0
validating,11,0.134776147,-1.403649223,0
testing,11,0.157984751,-2.567761691,0
training,12,0.131730918,-1.794055933,0
validating,12,0.141039116,-1.439080536,0
testing,12,0.161748168,-2.569708216,0
training,13,0.133852676,-1.758250858,0
validating,13,0.141638067,-1.443232453,0
testing,13,0.16151086,-2.568178272,0
training,14,0.133802823,-1.75587172,0
validating,14,0.142241668,-1.444596642,0
testing,14,0.162096043,-2.570386759,0
training,15,0.134146315,-1.774217114,0
validating,15,0.143006812,-1.445521313,0
testing,15,0.163050957,-2.574907142,0
training,16,0.133333658,-1.762667786,0
validating,16,0.143696432,-1.453866971,0
testing,16,0.161843074,-2.56951974,0
training,17,0.133040591,-1.757900982,0
validating,17,0.143153409,-1.454929316,0
testing,17,0.161036474,-2.567327747,0
training,18,0.132734201,-1.756076818,0
validating,18,0.142877857,-1.45351246,0
testing,18,0.161212984,-2.568772835,0
training,19,0.132407393,-1.75293711,0
validating,19,0.141777485,-1.452567822,0
testing,19,0.160251322,-2.566662659,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
