mode, epoch, average loss, defender utility,
validating,0,1.537718511,-4.521888828,0
testing,0,1.567743027,-4.44834404,0
training,1,1.54731713,-4.393767112,0
validating,1,1.379739571,-4.218665266,0
testing,1,1.39830339,-4.198141789,0
training,2,0.926900503,-3.318674588,0
validating,2,0.228571425,-1.989413571,0
testing,2,0.275456892,-1.438716584,0
training,3,0.157504823,-1.110122288,0
validating,3,0.02447669,-1.204572552,0
testing,3,0.082829259,-0.588692617,0
training,4,0.080578789,-0.768389485,0
validating,4,0.018805442,-1.037261868,0
testing,4,0.062056258,-0.472446056,0
training,5,0.065358561,-0.741472531,0
validating,5,0.019453624,-0.69287397,0
testing,5,0.04890128,-0.453371092,0
training,6,0.056323672,-0.762615563,0
validating,6,0.022168766,-0.746689166,0
testing,6,0.039057214,-0.431896561,0
training,7,0.049899927,-0.769299764,0
validating,7,0.02467386,-0.792525588,0
testing,7,0.033210782,-0.422086978,0
training,8,0.045375161,-0.78713867,0
validating,8,0.026629348,-0.846417604,0
testing,8,0.026066412,-0.417149057,0
training,9,0.040868507,-0.796165117,0
validating,9,0.02834146,-1.338798094,0
testing,9,0.022688795,-0.41614319,0
training,10,0.037982154,-0.792691782,0
validating,10,0.029989377,-1.361174691,0
testing,10,0.018047205,-0.436074735,0
training,11,0.035254555,-0.805003541,0
validating,11,0.032969575,-1.390220964,0
testing,11,0.015129153,-0.431210828,0
training,12,0.033787303,-0.791507006,0
validating,12,0.031416475,-1.37228201,0
testing,12,0.014508384,-0.434006153,0
training,13,0.032613089,-0.792635904,0
validating,13,0.033340489,-1.388393432,0
testing,13,0.011937658,-0.431312551,0
training,14,0.031723314,-0.728644162,0
validating,14,0.034251298,-1.396351534,0
testing,14,0.010911789,-0.429954974,0
training,15,0.031293888,-0.789525305,0
validating,15,0.034752924,-1.399443096,0
testing,15,0.010190657,-0.429394339,0
training,16,0.030820796,-0.786704191,0
validating,16,0.034439895,-1.395826811,0
testing,16,0.0102333,-0.430355489,0
training,17,0.030795044,-0.78626261,0
validating,17,0.034070761,-1.391661155,0
testing,17,0.01031389,-0.430541249,0
training,18,0.030767981,-0.786328157,0
validating,18,0.034251547,-1.393278879,0
testing,18,0.01019332,-0.430278417,0
training,19,0.030702618,-0.786626671,0
validating,19,0.03412197,-1.391767544,0
testing,19,0.010195562,-0.430499081,0
