Epoch, 8
Random seed, 0, forward time, 33.82563495635986, inference time, 1098.5824613571167, qp time, 0, backward_time, 286.7270677089691
forward time,0,0,0,0,0,0,0,0,0,33.82563495635986
inference time,0,0,0,0,0,0,0,0,0,1098.5824613571167
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,35.43162703514099,35.304561138153076,35.36370086669922,35.305986166000366,35.405937910079956,35.40884828567505,35.47136187553406,39.0350444316864
