Epoch, 8
Random seed, 0, forward time, 8.27819538116455, inference time, 60.0386528968811, qp time, 0, backward_time, 14.867300510406494
forward time,0,0,1.0319528579711914,1.0352463722229004,1.036539077758789,1.0297179222106934,1.0501213073730469,1.0557382106781006,1.014021873474121,1.024857759475708
inference time,0,0,7.392491340637207,7.45032000541687,7.453411102294922,7.41135311126709,7.662092447280884,7.796696186065674,7.35250449180603,7.519784212112427
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,1.8618972301483154,1.8621935844421387,1.864710807800293,1.8408806324005127,1.88545823097229,1.8939449787139893,1.8217003345489502,1.8365147113800049
