Epoch, 7
Random seed, 0, forward time, 494.70268058776855, inference time, 43451.196763277054, qp time, 0, backward_time, 1312.173350095749
forward time,0,0,70.13062000274658,69.53004574775696,73.29532790184021,73.56861925125122,70.79627203941345,69.43153190612793,67.9502637386322
inference time,0,0,5930.203936576843,5765.577512741089,6644.234539747238,6723.03680229187,6331.421005725861,6132.911158800125,5923.811807394028
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,193.04031658172607,183.52242422103882,188.78445267677307,190.71711230278015,186.36281776428223,185.37159419059753,184.37463235855103
