Epoch, 8
Random seed, 0, forward time, 549.0232982635498, inference time, 47682.69310641289, qp time, 0, backward_time, 1485.271497964859
forward time,0,0,66.83472561836243,66.463383436203,67.29321026802063,71.70664358139038,67.66680908203125,71.90782499313354,68.79900765419006,68.3516936302185
inference time,0,0,5428.694618225098,5477.593913316727,5560.940644264221,6423.726917743683,5747.540982961655,6676.142423152924,6184.708451509476,6183.345155239105
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,184.69741559028625,178.82077932357788,179.49666285514832,193.83310222625732,182.69407176971436,192.7478768825531,186.23728346824646,186.74430584907532
