Epoch, 8
Random seed, 0, forward time, 70.85598516464233, inference time, 5854.978243589401, qp time, 0, backward_time, 671.750236749649
forward time,0,0,0,0,0,0,0,0,0,70.85598516464233
inference time,0,0,0,0,0,0,0,0,0,5854.978243589401
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,83.91727495193481,83.87270736694336,83.71310782432556,83.66799187660217,83.47212433815002,83.63044285774231,83.78010153770447,85.69648599624634
