Epoch, 7
Random seed, 0, forward time, 7.0335423946380615, inference time, 24.400447845458984, qp time, 0, backward_time, 12.873473644256592
forward time,0,0,1.0012719631195068,1.0037918090820312,1.0007641315460205,1.0037219524383545,1.0047762393951416,1.0093276500701904,1.0098886489868164
inference time,0,0,3.4853298664093018,3.4630069732666016,3.449216842651367,3.507312536239624,3.461578369140625,3.5315771102905273,3.5024261474609375
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,1.8338043689727783,1.8399181365966797,1.8384881019592285,1.8393783569335938,1.8340845108032227,1.8446619510650635,1.8431382179260254
