Epoch, 8
Random seed, 0, forward time, 11.187764644622803, inference time, 104.46392393112183, qp time, 0, backward_time, 99.82458758354187
forward time,0,0,0,0,0,0,0,0,0,11.187764644622803
inference time,0,0,0,0,0,0,0,0,0,104.46392393112183
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,12.494227409362793,12.404524564743042,12.444967269897461,12.382307767868042,12.306150674819946,12.340152502059937,12.282052755355835,13.170204639434814
