Epoch, 7
Random seed, 0, forward time, 15.430861473083496, inference time, 47.89189338684082, qp time, 0, backward_time, 24.41429090499878
forward time,0,0,2.1493186950683594,2.1997194290161133,2.180743932723999,2.2096731662750244,2.212412118911743,2.233384132385254,2.245609998703003
inference time,0,0,6.692667245864868,6.75249719619751,6.732788562774658,6.914811849594116,6.8243231773376465,6.98497200012207,6.989833354949951
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,3.4150731563568115,3.4682083129882812,3.4394052028656006,3.493476390838623,3.4870123863220215,3.5524964332580566,3.5586190223693848
