Epoch, 7
Random seed, 0, forward time, 2.047142267227173, inference time, 28.741742849349976, qp time, 0, backward_time, 15.899009704589844
forward time,0,0,0,0,0,0,0,0,2.047142267227173
inference time,0,0,0,0,0,0,0,0,28.741742849349976
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,2.3111319541931152,2.2472472190856934,2.23134183883667,2.2487521171569824,2.225154399871826,2.232048273086548,2.403333902359009
