Epoch, 17
Random seed, 0, forward time, 1.1243877410888672, inference time, 3.902125835418701, qp time, 0, backward_time, 20.7929265499115
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1243877410888672
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.902125835418701
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,1.2254598140716553,1.2167131900787354,1.2168309688568115,1.2154734134674072,1.211113691329956,1.220001459121704,1.2127594947814941,1.2161662578582764,1.2132692337036133,1.2070484161376953,1.212007999420166,1.2153708934783936,1.2175395488739014,1.2122387886047363,1.217395305633545,1.2119011878967285,1.3516368865966797
