Epoch, 7
Random seed, 0, forward time, 35.28016400337219, inference time, 1202.2166094779968, qp time, 0, backward_time, 276.1155700683594
forward time,0,0,0,0,0,0,0,0,35.28016400337219
inference time,0,0,0,0,0,0,0,0,1202.2166094779968
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,39.028974533081055,39.264238357543945,39.31227159500122,39.31774282455444,39.27580499649048,39.32657074928284,40.589967012405396
