Epoch, 8
Random seed, 0, forward time, 8.702486038208008, inference time, 66.98908424377441, qp time, 0, backward_time, 79.82050371170044
forward time,0,0,0,0,0,0,0,0,0,8.702486038208008
inference time,0,0,0,0,0,0,0,0,0,66.98908424377441
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,9.698317050933838,9.652647018432617,9.717540979385376,9.999149799346924,10.028826236724854,10.157588005065918,10.1199369430542,10.446497678756714
