Epoch, 8
Random seed, 0, forward time, 91.08388185501099, inference time, 915.9928138256073, qp time, 0, backward_time, 152.93785119056702
forward time,0,0,11.419793605804443,11.425377130508423,11.343379974365234,11.428652048110962,11.460819482803345,11.390151262283325,11.295547008514404,11.32016134262085
inference time,0,0,111.30246806144714,112.31044101715088,112.61289381980896,114.48454427719116,115.6104326248169,116.1948618888855,116.39912343025208,117.07804870605469
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,19.317041397094727,19.044992923736572,19.06190800666809,19.140352964401245,19.064960718154907,19.077139377593994,19.089873790740967,19.141582012176514
