Epoch, 8
Random seed, 0, forward time, 11.486304998397827, inference time, 1448.2789962291718, qp time, 0, backward_time, 119.12175822257996
forward time,0,0,0,0,0,0,0,0,0,11.486304998397827
inference time,0,0,0,0,0,0,0,0,0,1448.2789962291718
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,15.194684028625488,14.591914415359497,14.897635698318481,14.917184352874756,14.571643114089966,15.00404667854309,14.809409141540527,15.13524079322815
