Epoch, 7
Random seed, 0, forward time, 3.0203309059143066, inference time, 139.76816773414612, qp time, 0, backward_time, 17.983935117721558
forward time,0,0,0,0,0,0,0,0,3.0203309059143066
inference time,0,0,0,0,0,0,0,0,139.76816773414612
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,2.656373977661133,2.5522868633270264,2.546998977661133,2.54608154296875,2.54941725730896,2.540616750717163,2.5921597480773926
