Epoch, 8
Random seed, 0, forward time, 4.508565425872803, inference time, 136.24240350723267, qp time, 0, backward_time, 39.883235931396484
forward time,0,0,0,0,0,0,0,0,0,4.508565425872803
inference time,0,0,0,0,0,0,0,0,0,136.24240350723267
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,5.091247081756592,4.9564971923828125,4.930394887924194,4.99556303024292,4.948387384414673,4.976398468017578,4.932551383972168,5.052196502685547
