Epoch, 8
Random seed, 0, forward time, 11.24046516418457, inference time, 1419.9412679672241, qp time, 0, backward_time, 113.71953773498535
forward time,0,0,0,0,0,0,0,0,0,11.24046516418457
inference time,0,0,0,0,0,0,0,0,0,1419.9412679672241
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,14.213359594345093,14.011178970336914,14.082934856414795,14.25601863861084,14.262694835662842,14.09232783317566,14.06446886062622,14.736554145812988
