Epoch, 7
Random seed, 0, forward time, 3.3015573024749756, inference time, 76.01718020439148, qp time, 0, backward_time, 24.375564336776733
forward time,0,0,0,0,0,0,0,0,3.3015573024749756
inference time,0,0,0,0,0,0,0,0,76.01718020439148
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,3.601318836212158,3.4018008708953857,3.399278163909912,3.409639596939087,3.399245500564575,3.4042208194732666,3.7600605487823486
