Epoch, 8
Random seed, 0, forward time, 11.213640451431274, inference time, 105.56147742271423, qp time, 0, backward_time, 98.71664643287659
forward time,0,0,0,0,0,0,0,0,0,11.213640451431274
inference time,0,0,0,0,0,0,0,0,0,105.56147742271423
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,12.286409378051758,12.21310305595398,12.196327209472656,12.188985824584961,12.20704698562622,12.14792275428772,12.142670154571533,13.334181070327759
