Epoch, 8
Random seed, 0, forward time, 2.5898845195770264, inference time, 44.14094424247742, qp time, 0, backward_time, 23.345401763916016
forward time,0,0,0,0,0,0,0,0,0,2.5898845195770264
inference time,0,0,0,0,0,0,0,0,0,44.14094424247742
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,2.93721604347229,2.8672890663146973,2.9152088165283203,2.919912815093994,2.9090678691864014,2.869232654571533,2.8988003730773926,3.0286741256713867
