Epoch, 7
Random seed, 0, forward time, 13.222551107406616, inference time, 57.20918893814087, qp time, 0, backward_time, 25.55028486251831
forward time,0,0,1.872215747833252,1.8902969360351562,1.8832783699035645,1.8860576152801514,1.9005863666534424,1.8958673477172852,1.8942487239837646
inference time,0,0,7.852335214614868,7.988605737686157,8.05892014503479,8.127471446990967,8.278241395950317,8.448298215866089,8.45531678199768
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,3.787004232406616,3.6222023963928223,3.621358871459961,3.610135555267334,3.623868942260742,3.6379761695861816,3.6477386951446533
