Epoch, 7
Random seed, 0, forward time, 6.556893348693848, inference time, 332.9842426776886, qp time, 0, backward_time, 50.30933332443237
forward time,0,0,0,0,0,0,0,0,6.556893348693848
inference time,0,0,0,0,0,0,0,0,332.9842426776886
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,7.213690757751465,7.074721097946167,7.064041376113892,7.049435377120972,7.179833889007568,7.218982934951782,7.508627891540527
