Epoch, 52
Random seed, 0, forward time, 73.93048572540283, inference time, 185.11240148544312, qp time, 0, backward_time, 4526.093956947327
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.93048572540283
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.11240148544312
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,86.33066058158875,86.08541297912598,86.20203804969788,85.95491933822632,84.45216035842896,84.61555099487305,84.70404005050659,84.76783537864685,84.956223487854,85.00885844230652,85.28632593154907,85.69328236579895,85.71874260902405,85.60763168334961,84.94093084335327,84.75619292259216,84.75189328193665,84.67145943641663,84.42994594573975,84.36207628250122,83.81696391105652,83.63869142532349,83.3909330368042,83.38376188278198,83.26093077659607,82.91630053520203,82.95476365089417,82.90090990066528,85.2478551864624,90.43863248825073,90.48305368423462,90.46782302856445,90.64395427703857,90.81845283508301,91.33753323554993,88.53699111938477,88.33333230018616,88.6929624080658,89.29424381256104,89.5695972442627,89.97241187095642,89.93236231803894,89.93409323692322,89.91476464271545,89.93005561828613,89.85058641433716,89.94106817245483,90.5229218006134,90.40515232086182,90.6042423248291,90.64915800094604,91.01327252388
