Epoch, 8
Random seed, 0, forward time, 11.596674919128418, inference time, 1458.7814207077026, qp time, 0, backward_time, 120.65255808830261
forward time,0,0,0,0,0,0,0,0,0,11.596674919128418
inference time,0,0,0,0,0,0,0,0,0,1458.7814207077026
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,15.036963939666748,14.987653970718384,15.111248254776001,15.132810115814209,15.132786512374878,15.09851360321045,14.890619993209839,15.261961698532104
