Epoch, 8
Random seed, 0, forward time, 227.09772849082947, inference time, 936.9247291088104, qp time, 0, backward_time, 323.74444460868835
forward time,0,0,27.672736644744873,27.800037145614624,27.93007254600525,28.600680112838745,28.530214309692383,28.650803565979004,28.959063053131104,28.954121112823486
inference time,0,0,105.1032440662384,108.56079244613647,111.6838071346283,121.07941031455994,121.51715016365051,122.32469630241394,123.61737704277039,123.03825163841248
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,39.64920449256897,39.58032155036926,39.99657440185547,41.017016887664795,40.89444971084595,40.86478567123413,40.97367191314697,40.76841998100281
