Epoch, 8
Random seed, 0, forward time, 349.3713836669922, inference time, 18296.43608689308, qp time, 0, backward_time, 685.9439744949341
forward time,0,0,43.731297731399536,43.43967270851135,43.47241759300232,43.58595585823059,44.1169650554657,43.702576875686646,43.70611548423767,43.616382360458374
inference time,0,0,2026.7089698314667,2103.2215614318848,2193.7522971630096,2276.2244787216187,2333.3022866249084,2422.912211894989,2497.6905977725983,2442.623683452606
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,86.8463499546051,84.85962295532227,84.82238221168518,85.1333634853363,85.67244672775269,85.7807297706604,86.26549243927002,86.56358695030212
