Epoch, 8
Random seed, 0, forward time, 8.447792053222656, inference time, 64.34252429008484, qp time, 0, backward_time, 75.50729608535767
forward time,0,0,0,0,0,0,0,0,0,8.447792053222656
inference time,0,0,0,0,0,0,0,0,0,64.34252429008484
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,9.606661558151245,9.45046591758728,9.280357837677002,9.162057399749756,9.10934329032898,9.28104543685913,9.43146800994873,10.185896635055542
