Epoch, 9
Random seed, 0, forward time, 0, inference time, 0, qp time, 0, backward_time, 1098.6206624507904
forward time,0,0,0,0,0,0,0,0,0,0,0
inference time,0,0,0,0,0,0,0,0,0,0,0
qp time,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,122.38954615592957,122.30300784111023,122.18497204780579,121.85429310798645,122.00497913360596,122.27914357185364,122.2238347530365,121.97435688972473,121.40652894973755
