Epoch, 7
Random seed, 0, forward time, 301.5500445365906, inference time, 1636.7263617515564, qp time, 0, backward_time, 416.9538748264313
forward time,0,0,42.03333592414856,42.40041208267212,42.82323384284973,43.03378915786743,43.37579822540283,43.71470618247986,44.168769121170044
inference time,0,0,206.84764289855957,219.16810250282288,229.68042635917664,237.03325271606445,244.79574704170227,248.55985403060913,250.64133620262146
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,58.9495747089386,59.3268461227417,59.58971691131592,59.75184345245361,59.80335879325867,59.85079789161682,59.68173694610596
