Epoch, 46
Random seed, 0, forward time, 1.6151454448699951, inference time, 80.58003950119019, qp time, 0, backward_time, 22.608293533325195
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6151454448699951
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.58003950119019
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,0.5562705993652344,0.49259042739868164,0.486342191696167,0.4907190799713135,0.4865853786468506,0.49025988578796387,0.4906325340270996,0.4924190044403076,0.4916388988494873,0.4924955368041992,0.4874258041381836,0.489729642868042,0.49512815475463867,0.4941880702972412,0.4922823905944824,0.49130725860595703,0.490553617477417,0.49073052406311035,0.49135708808898926,0.48867130279541016,0.48923468589782715,0.48319101333618164,0.4865100383758545,0.4907362461090088,0.4832611083984375,0.48760247230529785,0.48591089248657227,0.48766160011291504,0.48879408836364746,0.4932394027709961,0.495220422744751,0.4899744987487793,0.4888796806335449,0.4875376224517822,0.4912106990814209,0.49070215225219727,0.4881558418273926,0.4882838726043701,0.49115848541259766,0.48881006240844727,0.4838685989379883,0.48613977432250977,0.4916970729827881,0.4835853576660156,0.48507165908813477,0.5205287933349609
