Epoch, 7
Random seed, 0, forward time, 92.08302807807922, inference time, 10496.813307523727, qp time, 0, backward_time, 815.7165546417236
forward time,0,0,0,0,0,0,0,0,92.08302807807922
inference time,0,0,0,0,0,0,0,0,10496.813307523727
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,116.6282947063446,116.56414890289307,116.53412365913391,115.52568483352661,116.03571844100952,116.67524147033691,117.753342628479
