Epoch, 19
Random seed, 0, forward time, 2.675978660583496, inference time, 10.794745683670044, qp time, 0, backward_time, 57.54862594604492
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.675978660583496
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.794745683670044
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,3.035177707672119,3.030130386352539,3.0320773124694824,3.02681303024292,3.0291502475738525,3.0254065990448,3.027426242828369,3.026272773742676,3.027618885040283,3.0249006748199463,3.02409291267395,3.024583101272583,3.0250120162963867,3.023852825164795,3.026785135269165,3.023498058319092,3.023101329803467,3.02527117729187,3.067455530166626
