Epoch, 7
Random seed, 0, forward time, 11.228398323059082, inference time, 1367.7127192020416, qp time, 0, backward_time, 101.90914034843445
forward time,0,0,0,0,0,0,0,0,11.228398323059082
inference time,0,0,0,0,0,0,0,0,1367.7127192020416
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,15.010844707489014,14.56403923034668,14.48842740058899,14.379674911499023,14.394468307495117,14.396457195281982,14.675228595733643
