Epoch, 8
Random seed, 0, forward time, 11.414209127426147, inference time, 1390.9401609897614, qp time, 0, backward_time, 117.19740748405457
forward time,0,0,0,0,0,0,0,0,0,11.414209127426147
inference time,0,0,0,0,0,0,0,0,0,1390.9401609897614
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,14.754437923431396,14.61553406715393,14.604029893875122,14.587605476379395,14.61535382270813,14.553343534469604,14.58262324333191,14.884479522705078
