Epoch, 7
Random seed, 0, forward time, 4.79336142539978, inference time, 63.368298053741455, qp time, 0, backward_time, 40.700132608413696
forward time,0,0,0,0,0,0,0,0,4.79336142539978
inference time,0,0,0,0,0,0,0,0,63.368298053741455
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,5.841996431350708,5.778531789779663,5.7764952182769775,5.778907775878906,5.779017686843872,5.7637245655059814,5.981459140777588
