Epoch, 7
Random seed, 0, forward time, 18.029990911483765, inference time, 286.24607729911804, qp time, 0, backward_time, 146.236585855484
forward time,0,0,0,0,0,0,0,0,18.029990911483765
inference time,0,0,0,0,0,0,0,0,286.24607729911804
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,20.954021692276,20.882684469223022,20.876347064971924,20.71619963645935,20.69693160057068,20.707120180130005,21.403281211853027
