Epoch, 7
Random seed, 0, forward time, 23.667789697647095, inference time, 566.5020537376404, qp time, 0, backward_time, 44.08584403991699
forward time,0,0,3.347262144088745,3.3601744174957275,3.3749332427978516,3.393878221511841,3.3899571895599365,3.3893871307373047,3.4121973514556885
inference time,0,0,77.45795750617981,78.44407749176025,79.30957794189453,81.26906156539917,81.62312960624695,82.90453386306763,85.49371576309204
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,6.644496202468872,6.193281173706055,6.217966794967651,6.261486768722534,6.234726428985596,6.233010768890381,6.300875902175903
