Epoch, 91
Random seed, 0, forward time, 20.39195990562439, inference time, 70.92984867095947, qp time, 0, backward_time, 2131.6448299884796
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39195990562439
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.92984867095947
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,23.557008743286133,23.425597190856934,23.36168670654297,23.3507559299469,23.346855401992798,23.33141779899597,23.31798267364502,23.304439783096313,23.320593118667603,23.2988920211792,23.321048259735107,23.321258306503296,23.346785068511963,23.384221076965332,23.35320496559143,23.390711307525635,23.412277460098267,23.420007944107056,23.438695669174194,23.417847394943237,23.443515300750732,23.39986228942871,23.5813889503479,23.520179986953735,23.392491817474365,23.419534921646118,23.432474374771118,23.406443119049072,23.41312265396118,23.405285120010376,23.426342487335205,23.38300395011902,23.394206285476685,23.42708730697632,23.394185304641724,23.39499568939209,23.40859365463257,23.392590284347534,23.425811529159546,23.402907133102417,23.418445825576782,23.445539236068726,23.406678199768066,23.42606258392334,23.40400242805481,23.434649229049683,23.40431809425354,23.390642881393433,23.38656735420227,23.432756185531616,23.388988256454468,23.430150747299194,23.41856336593628,23.43003487586975,23.42152976989746,23.39725661277771,23.401729583740234,23.4527645111084,23.398508310317993,23.40089464187622,23.39865779876709,23.43667244911194,23.47176241874695,23.42581272125244,23.445492267608643,23.430742263793945,23.47889232635498,23.430397987365723,23.443660974502563,23.450675010681152,23.449585437774658,23.444151878356934,23.429197311401367,23.451221704483032,23.42838144302368,23.450013637542725,23.448864221572876,23.420118808746338,23.429471254348755,23.424787998199463,23.472505807876587,23.44145894050598,23.415555238723755,23.444021463394165,23.467216730117798,23.42525863647461,23.431622982025146,23.429511785507202,23.485686540603638,23.45060968399048,24.217430591583252
