Epoch, 8
Random seed, 0, forward time, 3.4460580348968506, inference time, 80.05823421478271, qp time, 0, backward_time, 28.54354739189148
forward time,0,0,0,0,0,0,0,0,0,3.4460580348968506
inference time,0,0,0,0,0,0,0,0,0,80.05823421478271
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,3.5822529792785645,3.517112970352173,3.508327007293701,3.5090415477752686,3.519958972930908,3.500554084777832,3.5231895446777344,3.883110284805298
