Epoch, 14
Random seed, 0, forward time, 0.9861078262329102, inference time, 29.243104219436646, qp time, 0, backward_time, 6.01275110244751
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9861078262329102
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.243104219436646
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,0.4273076057434082,0.42403125762939453,0.42530226707458496,0.42587947845458984,0.42459678649902344,0.42473411560058594,0.42797183990478516,0.4242899417877197,0.42612266540527344,0.4272439479827881,0.42798447608947754,0.42806529998779297,0.4280261993408203,0.4711952209472656
