Epoch, 28
Random seed, 0, forward time, 6.341068267822266, inference time, 16.518276929855347, qp time, 0, backward_time, 198.65383386611938
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341068267822266
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.518276929855347
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,7.172549724578857,7.093842506408691,7.104299783706665,7.0923919677734375,7.085844039916992,7.0880773067474365,7.090192556381226,7.0704662799835205,7.085375547409058,7.088003396987915,7.0955164432525635,7.086500406265259,7.075626373291016,7.074890375137329,7.086390018463135,7.0742950439453125,7.0822248458862305,7.078657865524292,7.08005952835083,7.094194412231445,7.077593088150024,7.080873250961304,7.088328838348389,7.084750652313232,7.076088905334473,7.090498924255371,7.0824151039123535,7.273886680603027
