Epoch, 8
Random seed, 0, forward time, 1.992117166519165, inference time, 28.31493592262268, qp time, 0, backward_time, 18.238804578781128
forward time,0,0,0,0,0,0,0,0,0,1.992117166519165
inference time,0,0,0,0,0,0,0,0,0,28.31493592262268
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,2.3323135375976562,2.2619431018829346,2.262028694152832,2.260190010070801,2.2637643814086914,2.26056170463562,2.2620320320129395,2.3359711170196533
