Epoch, 8
Random seed, 0, forward time, 17.885127067565918, inference time, 284.00003027915955, qp time, 0, backward_time, 31.92535924911499
forward time,0,0,2.2138783931732178,2.224595308303833,2.2237632274627686,2.230546236038208,2.2382218837738037,2.2533013820648193,2.2507007122039795,2.250119924545288
inference time,0,0,32.21876835823059,33.45893120765686,34.15705633163452,35.23856282234192,35.96423411369324,37.07195043563843,37.594637632369995,38.295889377593994
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,4.137354135513306,3.96923828125,3.9652063846588135,3.962625026702881,3.974261999130249,3.9669244289398193,3.973680257797241,3.9760687351226807
