Epoch, 7
Random seed, 0, forward time, 11.302630186080933, inference time, 104.87105965614319, qp time, 0, backward_time, 86.75557327270508
forward time,0,0,0,0,0,0,0,0,11.302630186080933
inference time,0,0,0,0,0,0,0,0,104.87105965614319
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,12.099725246429443,11.971559762954712,12.040627002716064,12.396693229675293,12.415891885757446,12.39601731300354,13.435058832168579
