Epoch, 8
Random seed, 0, forward time, 35.68523120880127, inference time, 1204.4490139484406, qp time, 0, backward_time, 320.58298444747925
forward time,0,0,0,0,0,0,0,0,0,35.68523120880127
inference time,0,0,0,0,0,0,0,0,0,1204.4490139484406
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,39.691104888916016,39.8862042427063,39.91232466697693,39.912601709365845,39.89150047302246,39.925535917282104,40.22217106819153,41.141541481018066
